walker	A	B	C	D	E	log_l	log_p
2	2.258800343e+00	1.566958359e+00	-2.545728612e-01	9.285922461e-02	-9.276916709e-01	1.539936868e+01	4.082199452e-02
3	2.235122323e+00	1.351420144e+00	-2.406843173e-01	1.315088733e-01	-7.427149918e-01	1.842132939e+01	4.082199452e-02
4	2.573689039e+00	1.592045908e+00	-4.232928095e-01	8.319729159e-02	-4.894406025e-01	1.220414177e+01	4.082199452e-02
5	2.283173322e+00	1.285763677e+00	-1.989534787e-01	1.197200684e-01	-6.911745106e-01	1.696154996e+01	4.082199452e-02
6	2.702890390e+00	1.546912130e+00	-6.379884749e-01	1.011889134e-01	-1.032622718e+00	1.486905514e+01	4.082199452e-02
7	2.277295718e+00	1.375816950e+00	-1.616498125e-01	1.047575065e-01	-8.044342514e-01	1.619407767e+01	4.082199452e-02
8	2.007111778e+00	1.378069121e+00	-1.806198053e-01	1.098825595e-01	-5.839632425e-01	1.825967316e+01	4.082199452e-02
9	1.838165943e+00	1.322393418e+00	-1.805587325e-01	9.949171173e-02	-4.361686250e-01	1.711794215e+01	4.082199452e-02
10	1.836208205e+00	1.516243803e+00	-1.931294790e-01	1.008249429e-01	-5.208837983e-01	1.551715319e+01	4.082199452e-02
11	2.293451458e+00	1.654754965e+00	-3.704358776e-01	1.087347159e-01	-6.824903603e-01	1.591868968e+01	4.082199452e-02
12	1.776421196e+00	1.521658728e+00	-1.856646728e-01	1.084846432e-01	-6.746663201e-01	1.514982434e+01	4.082199452e-02
13	2.200872964e+00	1.399984715e+00	-2.431239149e-01	1.046188018e-01	-6.346256078e-01	1.745681828e+01	4.082199452e-02
14	2.067215362e+00	1.531229837e+00	-2.678623222e-01	8.779013760e-02	-6.143629968e-01	1.516857030e+01	4.082199452e-02
15	1.707688603e+00	1.723381273e+00	-2.308747250e-01	6.340558891e-02	-8.547863279e-01	1.272207420e+01	4.082199452e-02
16	2.214169461e+00	1.696165002e+00	-4.574916706e-01	9.025293511e-02	-7.419717949e-01	1.497930413e+01	4.082199452e-02
17	1.220474100e+00	1.349270522e+00	-3.379332346e-02	1.222515198e-01	-5.004942775e-01	1.396208008e+01	4.082199452e-02
18	2.806182184e+00	1.647206358e+00	-5.531472321e-01	9.774783726e-02	-7.097700194e-01	1.070657980e+01	4.082199452e-02
19	1.871849937e+00	1.394483715e+00	-8.256357878e-02	1.106904179e-01	-6.361829551e-01	1.656470039e+01	4.082199452e-02
20	2.473769211e+00	1.595973263e+00	-4.821257897e-01	7.143256975e-02	-1.168245452e+00	1.842699147e+01	4.082199452e-02
21	2.332428307e+00	1.370383955e+00	-1.830238840e-01	1.014856017e-01	-8.167067697e-01	1.592224894e+01	4.082199452e-02
22	1.927649572e+00	1.378573579e+00	-1.378018662e-01	1.078174526e-01	-5.407393365e-01	1.757541190e+01	4.082199452e-02
23	2.151054508e+00	1.547533016e+00	-3.625701992e-01	8.947414579e-02	-9.626832726e-01	1.511845979e+01	4.082199452e-02
24	1.251018714e+00	1.487156778e+00	-3.514475657e-01	1.251422037e-01	-4.135782162e-01	1.625094118e+01	4.082199452e-02
25	1.815804242e+00	1.299373263e+00	-1.458980838e-01	1.142463956e-01	-5.235353143e-01	1.862139019e+01	4.082199452e-02
26	2.436585423e+00	1.468172891e+00	-5.614835793e-01	7.436075319e-02	-1.113661357e+00	1.591252484e+01	4.082199452e-02
27	2.331618079e+00	1.593555398e+00	-5.174928504e-01	7.830867098e-02	-1.055422505e+00	1.644770268e+01	4.082199452e-02
28	2.236769503e+00	1.681783527e+00	-4.421330197e-01	9.577797594e-02	-1.027744382e+00	1.477384854e+01	4.082199452e-02
29	2.225941642e+00	1.642582544e+00	-4.503916300e-01	8.650942737e-02	-1.038274416e+00	1.592231483e+01	4.082199452e-02
30	2.358537180e+00	1.664783276e+00	-4.520114562e-01	8.264015362e-02	-1.096699631e+00	1.545267170e+01	4.082199452e-02
31	1.995397393e+00	1.520450380e+00	-3.005138174e-01	9.758043894e-02	-5.538011852e-01	1.604457319e+01	4.082199452e-02
32	2.237411700e+00	1.684461508e+00	-4.311419490e-01	9.660392384e-02	-6.284227442e-01	1.527549368e+01	4.082199452e-02
33	2.359968389e+00	1.673679320e+00	-5.509051353e-01	9.132465583e-02	-8.817536794e-01	1.457382734e+01	4.082199452e-02
34	1.981130549e+00	1.656449234e+00	-4.460220993e-01	1.003630027e-01	-8.055832923e-01	1.333042482e+01	4.082199452e-02
35	2.436685654e+00	1.499118433e+00	-5.904696972e-01	1.048991225e-01	-1.086773875e+00	1.549186283e+01	4.082199452e-02
36	2.509954005e+00	1.526278466e+00	-5.579588414e-01	8.371635510e-02	-1.017281884e+00	1.665988931e+01	4.082199452e-02
37	2.365228796e+00	1.546649449e+00	-5.062969965e-01	7.611306291e-02	-1.179280068e+00	1.887448608e+01	4.082199452e-02
38	2.538864759e+00	1.566662243e+00	-7.056257293e-01	6.969796840e-02	-1.238200908e+00	1.713188942e+01	4.082199452e-02
39	2.334785827e+00	1.578868271e+00	-4.779731254e-01	9.078307857e-02	-1.126091128e+00	1.736705144e+01	4.082199452e-02
40	2.268608286e+00	1.619776687e+00	-3.807627586e-01	8.921130111e-02	-1.086370341e+00	1.606812796e+01	4.082199452e-02
41	2.381044829e+00	1.455285301e+00	-3.575409688e-01	7.647442076e-02	-1.040905563e+00	1.650700986e+01	4.082199452e-02
42	2.312495368e+00	1.621120667e+00	-4.520955548e-01	8.822062147e-02	-8.930298759e-01	1.587355148e+01	4.082199452e-02
43	2.495625487e+00	1.514998803e+00	-4.368707666e-01	6.852603460e-02	-1.158230589e+00	1.895124091e+01	4.082199452e-02
44	2.462662423e+00	1.514897744e+00	-3.668759301e-01	7.492361840e-02	-1.071529395e+00	1.745060948e+01	4.082199452e-02
45	2.431485455e+00	1.610917723e+00	-4.912863780e-01	7.946139490e-02	-1.148022849e+00	1.794343535e+01	4.082199452e-02
46	1.884223666e+00	1.562797004e+00	-2.368500676e-01	1.108283898e-01	-8.055174511e-01	1.466412523e+01	4.082199452e-02
47	2.253501479e+00	1.560330692e+00	-3.393917973e-01	7.532677148e-02	-1.193266825e+00	1.580714801e+01	4.082199452e-02
48	2.034157590e+00	1.710169722e+00	-3.535395258e-01	9.161933369e-02	-7.243614031e-01	1.491867576e+01	4.082199452e-02
49	2.463433259e+00	1.523308183e+00	-5.482125088e-01	6.260244544e-02	-1.246570574e+00	2.005840978e+01	4.082199452e-02
0	2.298976639e+00	1.620311041e+00	-4.496714367e-01	9.590283845e-02	-8.245517110e-01	1.568867157e+01	4.082199452e-02
1	1.905829903e+00	1.414931150e+00	-2.447052343e-01	1.110945823e-01	-4.435256208e-01	1.852971969e+01	4.082199452e-02
2	2.313504288e+00	1.577160052e+00	-2.507782738e-01	9.430661917e-02	-1.017157529e+00	1.408645606e+01	4.082199452e-02
3	2.235122323e+00	1.351420144e+00	-2.406843173e-01	1.315088733e-01	-7.427149918e-01	1.842132939e+01	4.082199452e-02
4	2.421346632e+00	1.455085419e+00	-3.027031494e-01	9.141711854e-02	-5.448533977e-01	1.500158114e+01	4.082199452e-02
5	2.283173322e+00	1.285763677e+00	-1.989534787e-01	1.197200684e-01	-6.911745106e-01	1.696154996e+01	4.082199452e-02
6	2.702890390e+00	1.546912130e+00	-6.379884749e-01	1.011889134e-01	-1.032622718e+00	1.486905514e+01	4.082199452e-02
7	2.277295718e+00	1.375816950e+00	-1.616498125e-01	1.047575065e-01	-8.044342514e-01	1.619407767e+01	4.082199452e-02
8	2.007111778e+00	1.378069121e+00	-1.806198053e-01	1.098825595e-01	-5.839632425e-01	1.825967316e+01	4.082199452e-02
9	1.838165943e+00	1.322393418e+00	-1.805587325e-01	9.949171173e-02	-4.361686250e-01	1.711794215e+01	4.082199452e-02
10	1.861613709e+00	1.475297272e+00	-1.856680722e-01	1.082219280e-01	-4.548785962e-01	1.628241088e+01	4.082199452e-02
11	2.285758134e+00	1.657262908e+00	-3.656705861e-01	1.103262258e-01	-6.617654394e-01	1.590196303e+01	4.082199452e-02
12	1.776421196e+00	1.521658728e+00	-1.856646728e-01	1.084846432e-01	-6.746663201e-01	1.514982434e+01	4.082199452e-02
13	2.185147384e+00	1.242735060e+00	-1.157349390e-01	1.041615473e-01	-6.307681533e-01	1.399322661e+01	4.082199452e-02
14	2.067215362e+00	1.531229837e+00	-2.678623222e-01	8.779013760e-02	-6.143629968e-01	1.516857030e+01	4.082199452e-02
15	1.707688603e+00	1.723381273e+00	-2.308747250e-01	6.340558891e-02	-8.547863279e-01	1.272207420e+01	4.082199452e-02
16	2.089122399e+00	1.744426537e+00	-4.456256183e-01	9.931855010e-02	-5.366392854e-01	1.381278071e+01	4.082199452e-02
17	1.479395099e+00	1.421052903e+00	-1.289422292e-01	1.132395286e-01	-6.361370978e-01	1.561032339e+01	4.082199452e-02
18	2.624351809e+00	1.650720004e+00	-4.876449771e-01	1.021425863e-01	-6.929977531e-01	1.323891620e+01	4.082199452e-02
19	1.871849937e+00	1.394483715e+00	-8.256357878e-02	1.106904179e-01	-6.361829551e-01	1.656470039e+01	4.082199452e-02
20	2.473769211e+00	1.595973263e+00	-4.821257897e-01	7.143256975e-02	-1.168245452e+00	1.842699147e+01	4.082199452e-02
21	2.324084164e+00	1.325543633e+00	-1.007861745e-01	1.079401425e-01	-7.244714540e-01	1.455419565e+01	4.082199452e-02
22	1.927649572e+00	1.378573579e+00	-1.378018662e-01	1.078174526e-01	-5.407393365e-01	1.757541190e+01	4.082199452e-02
23	2.098058822e+00	1.619618912e+00	-4.469159820e-01	8.305823624e-02	-1.029115743e+00	1.398004151e+01	4.082199452e-02
24	1.266231219e+00	1.490684131e+00	-3.534181070e-01	1.246259078e-01	-4.217459773e-01	1.628369870e+01	4.082199452e-02
25	1.815804242e+00	1.299373263e+00	-1.458980838e-01	1.142463956e-01	-5.235353143e-01	1.862139019e+01	4.082199452e-02
26	2.436585423e+00	1.468172891e+00	-5.614835793e-01	7.436075319e-02	-1.113661357e+00	1.591252484e+01	4.082199452e-02
27	2.336623598e+00	1.593640538e+00	-5.162474822e-01	7.806654519e-02	-1.059395301e+00	1.662738801e+01	4.082199452e-02
28	2.236769503e+00	1.681783527e+00	-4.421330197e-01	9.577797594e-02	-1.027744382e+00	1.477384854e+01	4.082199452e-02
29	2.225941642e+00	1.642582544e+00	-4.503916300e-01	8.650942737e-02	-1.038274416e+00	1.592231483e+01	4.082199452e-02
30	2.358537180e+00	1.664783276e+00	-4.520114562e-01	8.264015362e-02	-1.096699631e+00	1.545267170e+01	4.082199452e-02
31	1.937269967e+00	1.511725793e+00	-3.269410116e-01	1.055044312e-01	-5.047841724e-01	1.685236298e+01	4.082199452e-02
32	2.237411700e+00	1.684461508e+00	-4.311419490e-01	9.660392384e-02	-6.284227442e-01	1.527549368e+01	4.082199452e-02
33	2.341701663e+00	1.684326163e+00	-5.353631287e-01	9.349063607e-02	-8.461380980e-01	1.458991737e+01	4.082199452e-02
34	1.930878876e+00	1.539029516e+00	-3.527124416e-01	1.000567463e-01	-6.757350328e-01	1.405460627e+01	4.082199452e-02
35	2.436685654e+00	1.499118433e+00	-5.904696972e-01	1.048991225e-01	-1.086773875e+00	1.549186283e+01	4.082199452e-02
36	2.509954005e+00	1.526278466e+00	-5.579588414e-01	8.371635510e-02	-1.017281884e+00	1.665988931e+01	4.082199452e-02
37	2.365228796e+00	1.546649449e+00	-5.062969965e-01	7.611306291e-02	-1.179280068e+00	1.887448608e+01	4.082199452e-02
38	2.545375134e+00	1.565614169e+00	-7.086560563e-01	6.934001854e-02	-1.243250810e+00	1.711115922e+01	4.082199452e-02
39	2.322936858e+00	1.574941132e+00	-4.763418025e-01	9.217036706e-02	-1.123403751e+00	1.717257469e+01	4.082199452e-02
40	2.270443191e+00	1.629658129e+00	-4.043708156e-01	8.852883455e-02	-1.116056513e+00	1.590688910e+01	4.082199452e-02
41	2.381044829e+00	1.455285301e+00	-3.575409688e-01	7.647442076e-02	-1.040905563e+00	1.650700986e+01	4.082199452e-02
42	2.299959915e+00	1.620458312e+00	-4.495297001e-01	8.797871109e-02	-8.976831202e-01	1.584596898e+01	4.082199452e-02
43	2.495625487e+00	1.514998803e+00	-4.368707666e-01	6.852603460e-02	-1.158230589e+00	1.895124091e+01	4.082199452e-02
44	2.462662423e+00	1.514897744e+00	-3.668759301e-01	7.492361840e-02	-1.071529395e+00	1.745060948e+01	4.082199452e-02
45	2.431485455e+00	1.610917723e+00	-4.912863780e-01	7.946139490e-02	-1.148022849e+00	1.794343535e+01	4.082199452e-02
46	1.884223666e+00	1.562797004e+00	-2.368500676e-01	1.108283898e-01	-8.055174511e-01	1.466412523e+01	4.082199452e-02
47	2.253501479e+00	1.560330692e+00	-3.393917973e-01	7.532677148e-02	-1.193266825e+00	1.580714801e+01	4.082199452e-02
48	2.034157590e+00	1.710169722e+00	-3.535395258e-01	9.161933369e-02	-7.243614031e-01	1.491867576e+01	4.082199452e-02
49	2.463433259e+00	1.523308183e+00	-5.482125088e-01	6.260244544e-02	-1.246570574e+00	2.005840978e+01	4.082199452e-02
0	2.299847007e+00	1.620398832e+00	-4.506325741e-01	9.601074171e-02	-8.214859800e-01	1.567809583e+01	4.082199452e-02
1	1.828870836e+00	1.447792881e+00	-2.677438695e-01	1.140933399e-01	-3.694233821e-01	1.761894404e+01	4.082199452e-02
2	2.334899416e+00	1.583281789e+00	-2.943928763e-01	9.161453294e-02	-1.040889115e+00	1.498512578e+01	4.082199452e-02
3	2.235122323e+00	1.351420144e+00	-2.406843173e-01	1.315088733e-01	-7.427149918e-01	1.842132939e+01	4.082199452e-02
4	2.421346632e+00	1.455085419e+00	-3.027031494e-01	9.141711854e-02	-5.448533977e-01	1.500158114e+01	4.082199452e-02
5	2.283173322e+00	1.285763677e+00	-1.989534787e-01	1.197200684e-01	-6.911745106e-01	1.696154996e+01	4.082199452e-02
6	2.702890390e+00	1.546912130e+00	-6.379884749e-01	1.011889134e-01	-1.032622718e+00	1.486905514e+01	4.082199452e-02
7	2.160101867e+00	1.376793843e+00	-1.698781569e-01	1.069805280e-01	-7.088036725e-01	1.732437192e+01	4.082199452e-02
8	2.007111778e+00	1.378069121e+00	-1.806198053e-01	1.098825595e-01	-5.839632425e-01	1.825967316e+01	4.082199452e-02
9	1.855952729e+00	1.353919161e+00	-2.070198939e-01	1.004332622e-01	-4.430481185e-01	1.775483332e+01	4.082199452e-02
10	1.906099254e+00	1.496694521e+00	-2.243933715e-01	1.038165312e-01	-5.549515171e-01	1.648740096e+01	4.082199452e-02
11	2.263672744e+00	1.646578874e+00	-2.986793515e-01	1.169725811e-01	-5.889787875e-01	1.482913384e+01	4.082199452e-02
12	1.776421196e+00	1.521658728e+00	-1.856646728e-01	1.084846432e-01	-6.746663201e-01	1.514982434e+01	4.082199452e-02
13	2.113458005e+00	1.326273386e+00	-1.825492298e-01	1.030042249e-01	-6.434462773e-01	1.703344236e+01	4.082199452e-02
14	2.104514484e+00	1.469215156e+00	-2.285162050e-01	9.549615159e-02	-6.522862049e-01	1.608102760e+01	4.082199452e-02
15	1.707688603e+00	1.723381273e+00	-2.308747250e-01	6.340558891e-02	-8.547863279e-01	1.272207420e+01	4.082199452e-02
16	2.089122399e+00	1.744426537e+00	-4.456256183e-01	9.931855010e-02	-5.366392854e-01	1.381278071e+01	4.082199452e-02
17	1.479395099e+00	1.421052903e+00	-1.289422292e-01	1.132395286e-01	-6.361370978e-01	1.561032339e+01	4.082199452e-02
18	2.624351809e+00	1.650720004e+00	-4.876449771e-01	1.021425863e-01	-6.929977531e-01	1.323891620e+01	4.082199452e-02
19	1.871849937e+00	1.394483715e+00	-8.256357878e-02	1.106904179e-01	-6.361829551e-01	1.656470039e+01	4.082199452e-02
20	2.473769211e+00	1.595973263e+00	-4.821257897e-01	7.143256975e-02	-1.168245452e+00	1.842699147e+01	4.082199452e-02
21	2.324084164e+00	1.325543633e+00	-1.007861745e-01	1.079401425e-01	-7.244714540e-01	1.455419565e+01	4.082199452e-02
22	1.927649572e+00	1.378573579e+00	-1.378018662e-01	1.078174526e-01	-5.407393365e-01	1.757541190e+01	4.082199452e-02
23	2.133532863e+00	1.606088567e+00	-4.223775610e-01	8.129381517e-02	-1.066577160e+00	1.518016955e+01	4.082199452e-02
24	1.449693437e+00	1.492006161e+00	-3.905746243e-01	1.215338440e-01	-5.259853989e-01	1.541902612e+01	4.082199452e-02
25	1.815804242e+00	1.299373263e+00	-1.458980838e-01	1.142463956e-01	-5.235353143e-01	1.862139019e+01	4.082199452e-02
26	2.436585423e+00	1.468172891e+00	-5.614835793e-01	7.436075319e-02	-1.113661357e+00	1.591252484e+01	4.082199452e-02
27	2.336623598e+00	1.593640538e+00	-5.162474822e-01	7.806654519e-02	-1.059395301e+00	1.662738801e+01	4.082199452e-02
28	2.236769503e+00	1.681783527e+00	-4.421330197e-01	9.577797594e-02	-1.027744382e+00	1.477384854e+01	4.082199452e-02
29	2.225941642e+00	1.642582544e+00	-4.503916300e-01	8.650942737e-02	-1.038274416e+00	1.592231483e+01	4.082199452e-02
30	2.358537180e+00	1.664783276e+00	-4.520114562e-01	8.264015362e-02	-1.096699631e+00	1.545267170e+01	4.082199452e-02
31	1.942270686e+00	1.506911267e+00	-3.354339605e-01	1.050025371e-01	-4.764337937e-01	1.702504527e+01	4.082199452e-02
32	2.219300705e+00	1.703333106e+00	-4.256909980e-01	9.681016711e-02	-5.707260929e-01	1.467005624e+01	4.082199452e-02
33	2.341701663e+00	1.684326163e+00	-5.353631287e-01	9.349063607e-02	-8.461380980e-01	1.458991737e+01	4.082199452e-02
34	1.995354404e+00	1.493396088e+00	-3.012850651e-01	1.020042581e-01	-6.850365343e-01	1.528619333e+01	4.082199452e-02
35	2.436685654e+00	1.499118433e+00	-5.904696972e-01	1.048991225e-01	-1.086773875e+00	1.549186283e+01	4.082199452e-02
36	2.545662130e+00	1.492736068e+00	-5.627543203e-01	8.164196345e-02	-1.053603660e+00	1.708122599e+01	4.082199452e-02
37	2.375842462e+00	1.484540107e+00	-4.931845515e-01	6.827361349e-02	-1.329568581e+00	1.678579501e+01	4.082199452e-02
38	2.545375134e+00	1.565614169e+00	-7.086560563e-01	6.934001854e-02	-1.243250810e+00	1.711115922e+01	4.082199452e-02
39	2.322936858e+00	1.574941132e+00	-4.763418025e-01	9.217036706e-02	-1.123403751e+00	1.717257469e+01	4.082199452e-02
40	2.238561787e+00	1.614217172e+00	-3.829560197e-01	8.841295132e-02	-1.037353247e+00	1.636323543e+01	4.082199452e-02
41	2.413865446e+00	1.464629065e+00	-3.861399663e-01	7.899471315e-02	-1.040060910e+00	1.707396076e+01	4.082199452e-02
42	2.489332742e+00	1.585892427e+00	-5.381032215e-01	9.418735879e-02	-9.611032257e-01	1.622421043e+01	4.082199452e-02
43	2.495625487e+00	1.514998803e+00	-4.368707666e-01	6.852603460e-02	-1.158230589e+00	1.895124091e+01	4.082199452e-02
44	2.462662423e+00	1.514897744e+00	-3.668759301e-01	7.492361840e-02	-1.071529395e+00	1.745060948e+01	4.082199452e-02
45	2.431485455e+00	1.610917723e+00	-4.912863780e-01	7.946139490e-02	-1.148022849e+00	1.794343535e+01	4.082199452e-02
46	1.884223666e+00	1.562797004e+00	-2.368500676e-01	1.108283898e-01	-8.055174511e-01	1.466412523e+01	4.082199452e-02
47	2.253501479e+00	1.560330692e+00	-3.393917973e-01	7.532677148e-02	-1.193266825e+00	1.580714801e+01	4.082199452e-02
48	2.034157590e+00	1.710169722e+00	-3.535395258e-01	9.161933369e-02	-7.243614031e-01	1.491867576e+01	4.082199452e-02
49	2.463433259e+00	1.523308183e+00	-5.482125088e-01	6.260244544e-02	-1.246570574e+00	2.005840978e+01	4.082199452e-02
0	2.299847007e+00	1.620398832e+00	-4.506325741e-01	9.601074171e-02	-8.214859800e-01	1.567809583e+01	4.082199452e-02
1	1.828870836e+00	1.447792881e+00	-2.677438695e-01	1.140933399e-01	-3.694233821e-01	1.761894404e+01	4.082199452e-02
2	2.322919657e+00	1.579854049e+00	-2.699717826e-01	9.312191089e-02	-1.027601105e+00	1.448561553e+01	4.082199452e-02
3	2.235122323e+00	1.351420144e+00	-2.406843173e-01	1.315088733e-01	-7.427149918e-01	1.842132939e+01	4.082199452e-02
4	2.421346632e+00	1.455085419e+00	-3.027031494e-01	9.141711854e-02	-5.448533977e-01	1.500158114e+01	4.082199452e-02
5	2.283173322e+00	1.285763677e+00	-1.989534787e-01	1.197200684e-01	-6.911745106e-01	1.696154996e+01	4.082199452e-02
6	2.702890390e+00	1.546912130e+00	-6.379884749e-01	1.011889134e-01	-1.032622718e+00	1.486905514e+01	4.082199452e-02
7	2.136989329e+00	1.316589497e+00	-1.411353032e-01	1.047507340e-01	-7.355434023e-01	1.636800690e+01	4.082199452e-02
8	1.968786145e+00	1.360173094e+00	-1.558577275e-01	1.130403795e-01	-5.359773242e-01	1.836576438e+01	4.082199452e-02
9	1.890040755e+00	1.400231294e+00	-2.589152978e-01	8.870523679e-02	-3.747105557e-01	1.619677202e+01	4.082199452e-02
10	1.906099254e+00	1.496694521e+00	-2.243933715e-01	1.038165312e-01	-5.549515171e-01	1.648740096e+01	4.082199452e-02
11	2.263672744e+00	1.646578874e+00	-2.986793515e-01	1.169725811e-01	-5.889787875e-01	1.482913384e+01	4.082199452e-02
12	1.684909371e+00	1.539275587e+00	-1.583344219e-01	1.117788586e-01	-7.591472273e-01	1.369332828e+01	4.082199452e-02
13	2.069331057e+00	1.265324070e+00	-1.340320701e-01	1.066708127e-01	-5.618371938e-01	1.568351755e+01	4.082199452e-02
14	2.104514484e+00	1.469215156e+00	-2.285162050e-01	9.549615159e-02	-6.522862049e-01	1.608102760e+01	4.082199452e-02
15	1.652809092e+00	1.758531481e+00	-2.312008993e-01	5.896758600e-02	-8.827913256e-01	1.213226696e+01	4.082199452e-02
16	2.095070423e+00	1.750955602e+00	-4.606632005e-01	1.007720336e-01	-4.994517437e-01	1.328407050e+01	4.082199452e-02
17	1.479395099e+00	1.421052903e+00	-1.289422292e-01	1.132395286e-01	-6.361370978e-01	1.561032339e+01	4.082199452e-02
18	2.624351809e+00	1.650720004e+00	-4.876449771e-01	1.021425863e-01	-6.929977531e-01	1.323891620e+01	4.082199452e-02
19	1.871849937e+00	1.394483715e+00	-8.256357878e-02	1.106904179e-01	-6.361829551e-01	1.656470039e+01	4.082199452e-02
20	2.473769211e+00	1.595973263e+00	-4.821257897e-01	7.143256975e-02	-1.168245452e+00	1.842699147e+01	4.082199452e-02
21	2.324084164e+00	1.325543633e+00	-1.007861745e-01	1.079401425e-01	-7.244714540e-01	1.455419565e+01	4.082199452e-02
22	1.927649572e+00	1.378573579e+00	-1.378018662e-01	1.078174526e-01	-5.407393365e-01	1.757541190e+01	4.082199452e-02
23	2.133532863e+00	1.606088567e+00	-4.223775610e-01	8.129381517e-02	-1.066577160e+00	1.518016955e+01	4.082199452e-02
24	1.449693437e+00	1.492006161e+00	-3.905746243e-01	1.215338440e-01	-5.259853989e-01	1.541902612e+01	4.082199452e-02
25	1.815804242e+00	1.299373263e+00	-1.458980838e-01	1.142463956e-01	-5.235353143e-01	1.862139019e+01	4.082199452e-02
26	2.489374435e+00	1.409404790e+00	-6.042785392e-01	6.600259361e-02	-1.226458112e+00	1.552438190e+01	4.082199452e-02
27	2.379900528e+00	1.572235932e+00	-4.946428301e-01	7.546982131e-02	-1.086296162e+00	1.807807666e+01	4.082199452e-02
28	2.236769503e+00	1.681783527e+00	-4.421330197e-01	9.577797594e-02	-1.027744382e+00	1.477384854e+01	4.082199452e-02
29	1.861465532e+00	1.715692245e+00	-3.070333159e-01	7.529161412e-02	-1.042593347e+00	1.300033200e+01	4.082199452e-02
30	2.358537180e+00	1.664783276e+00	-4.520114562e-01	8.264015362e-02	-1.096699631e+00	1.545267170e+01	4.082199452e-02
31	1.942270686e+00	1.506911267e+00	-3.354339605e-01	1.050025371e-01	-4.764337937e-01	1.702504527e+01	4.082199452e-02
32	2.219300705e+00	1.703333106e+00	-4.256909980e-01	9.681016711e-02	-5.707260929e-01	1.467005624e+01	4.082199452e-02
33	2.341701663e+00	1.684326163e+00	-5.353631287e-01	9.349063607e-02	-8.461380980e-01	1.458991737e+01	4.082199452e-02
34	1.766824471e+00	1.435608519e+00	-1.793235831e-01	1.087687256e-01	-3.781423516e-01	1.607065732e+01	4.082199452e-02
35	2.436685654e+00	1.499118433e+00	-5.904696972e-01	1.048991225e-01	-1.086773875e+00	1.549186283e+01	4.082199452e-02
36	2.850193341e+00	1.372271248e+00	-7.410484687e-01	7.492762014e-02	-1.069718125e+00	1.160893661e+01	4.082199452e-02
37	2.375842462e+00	1.484540107e+00	-4.931845515e-01	6.827361349e-02	-1.329568581e+00	1.678579501e+01	4.082199452e-02
38	2.545375134e+00	1.565614169e+00	-7.086560563e-01	6.934001854e-02	-1.243250810e+00	1.711115922e+01	4.082199452e-02
39	2.321855280e+00	1.575957230e+00	-4.755315200e-01	9.233985867e-02	-1.123496468e+00	1.714675077e+01	4.082199452e-02
40	2.120886376e+00	1.682579917e+00	-2.597035443e-01	7.862101166e-02	-1.007999931e+00	1.330399958e+01	4.082199452e-02
41	2.389458476e+00	1.435735728e+00	-3.063361669e-01	8.706619290e-02	-9.383764685e-01	1.613758920e+01	4.082199452e-02
42	2.489332742e+00	1.585892427e+00	-5.381032215e-01	9.418735879e-02	-9.611032257e-01	1.622421043e+01	4.082199452e-02
43	2.495625487e+00	1.514998803e+00	-4.368707666e-01	6.852603460e-02	-1.158230589e+00	1.895124091e+01	4.082199452e-02
44	2.605137941e+00	1.503408124e+00	-4.121181538e-01	7.384034464e-02	-1.012652592e+00	1.664535051e+01	4.082199452e-02
45	2.431485455e+00	1.610917723e+00	-4.912863780e-01	7.946139490e-02	-1.148022849e+00	1.794343535e+01	4.082199452e-02
46	1.884223666e+00	1.562797004e+00	-2.368500676e-01	1.108283898e-01	-8.055174511e-01	1.466412523e+01	4.082199452e-02
47	2.135684429e+00	1.541266154e+00	-2.630460803e-01	7.740970644e-02	-1.206650286e+00	1.338855052e+01	4.082199452e-02
48	2.055228390e+00	1.707221544e+00	-3.599359896e-01	9.103607103e-02	-7.485474630e-01	1.501956194e+01	4.082199452e-02
49	2.463433259e+00	1.523308183e+00	-5.482125088e-01	6.260244544e-02	-1.246570574e+00	2.005840978e+01	4.082199452e-02
0	2.407143844e+00	1.582315866e+00	-4.904147330e-01	9.819277690e-02	-8.534789342e-01	1.574221514e+01	4.082199452e-02
1	1.828870836e+00	1.447792881e+00	-2.677438695e-01	1.140933399e-01	-3.694233821e-01	1.761894404e+01	4.082199452e-02
2	2.297274787e+00	1.581495635e+00	-2.193998603e-01	9.586350908e-02	-1.002740811e+00	1.317049910e+01	4.082199452e-02
3	2.235122323e+00	1.351420144e+00	-2.406843173e-01	1.315088733e-01	-7.427149918e-01	1.842132939e+01	4.082199452e-02
4	2.421346632e+00	1.455085419e+00	-3.027031494e-01	9.141711854e-02	-5.448533977e-01	1.500158114e+01	4.082199452e-02
5	2.283173322e+00	1.285763677e+00	-1.989534787e-01	1.197200684e-01	-6.911745106e-01	1.696154996e+01	4.082199452e-02
6	2.702890390e+00	1.546912130e+00	-6.379884749e-01	1.011889134e-01	-1.032622718e+00	1.486905514e+01	4.082199452e-02
7	2.136989329e+00	1.316589497e+00	-1.411353032e-01	1.047507340e-01	-7.355434023e-01	1.636800690e+01	4.082199452e-02
8	1.968786145e+00	1.360173094e+00	-1.558577275e-01	1.130403795e-01	-5.359773242e-01	1.836576438e+01	4.082199452e-02
9	1.792449092e+00	1.417024299e+00	-2.944695394e-01	8.438040105e-02	-2.960692325e-01	1.550713140e+01	4.082199452e-02
