walker	A	B	C	D	E	log_l	log_p
37	1.997575095e+00	1.524506788e+00	-5.466661747e-01	1.601592993e-01	-4.777422616e-01	9.290363007e+00	4.082199452e-02
38	1.784768466e+00	1.657374942e+00	-1.183040455e+00	8.441638613e-02	-4.044175267e-01	7.511265278e+00	4.082199452e-02
39	1.624439875e+00	1.691625574e+00	-8.791895845e-01	1.341808882e-01	-4.806676940e-01	8.833902648e+00	4.082199452e-02
40	2.571163679e+00	1.704336902e+00	-1.322794698e+00	9.625391194e-02	-6.969079683e-02	1.980754059e+00	4.082199452e-02
41	1.733832144e+00	1.465156610e+00	-3.046964292e-01	1.480757725e-01	-1.068527099e+00	8.529704683e+00	4.082199452e-02
42	1.926042285e+00	1.348143318e+00	-2.594278026e-01	4.649122325e-02	-1.130837336e+00	6.090540624e+00	4.082199452e-02
43	1.547393278e+00	1.736904630e+00	-9.872158601e-01	1.261068810e-01	-4.847054628e-01	7.775046918e+00	4.082199452e-02
44	1.417562772e+00	1.173332015e+00	-7.963852473e-02	1.533927115e-01	-8.656041702e-01	1.053071079e+01	4.082199452e-02
45	2.489316308e+00	1.662231472e+00	-7.248184306e-01	9.660478934e-02	-6.320221955e-01	8.762205900e+00	4.082199452e-02
46	1.626690087e+00	1.665850930e+00	-5.861337347e-01	1.720312653e-01	-6.131589844e-01	7.463772576e+00	4.082199452e-02
47	8.740579755e-01	1.769509633e+00	-9.279755365e-01	1.389090598e-01	-4.568172318e-01	4.621230191e+00	4.082199452e-02
48	2.207149447e+00	1.667544294e+00	-4.339861452e-01	1.056285777e-01	-9.084864694e-01	9.649034050e+00	4.082199452e-02
49	7.313791062e-01	1.599418252e+00	-7.485098504e-01	1.534012918e-01	-6.472520569e-01	6.112477778e+00	4.082199452e-02
0	1.826563725e+00	1.685816097e+00	-9.874446171e-01	1.245441852e-01	-3.176036542e-01	8.310008788e+00	4.082199452e-02
1	2.176180954e+00	1.557626178e+00	-3.980617756e-01	4.062106393e-02	-1.220416913e+00	8.098341529e+00	4.082199452e-02
2	2.147881390e+00	1.569256821e+00	-2.970296380e-01	1.237551389e-01	-1.108863531e+00	8.126183243e+00	4.082199452e-02
3	2.005151791e+00	1.593180997e+00	-6.158361011e-01	1.329558868e-01	-3.751398947e-01	9.810104303e+00	4.082199452e-02
4	2.336878872e+00	1.692400207e+00	-5.453997317e-01	6.100759601e-02	-1.243723963e+00	8.581366813e+00	4.082199452e-02
5	2.582136271e+00	1.547496116e+00	-3.617606528e-01	5.705938581e-02	-1.083475191e+00	7.844116717e+00	4.082199452e-02
6	2.567163820e+00	1.176896424e+00	-3.854049001e-01	8.890537365e-02	-1.008137933e+00	6.742258742e+00	4.082199452e-02
7	1.461575578e+00	1.321932250e+00	-3.506698647e-01	1.772000912e-01	-1.199524330e+00	8.301544285e+00	4.082199452e-02
8	2.710771623e+00	1.567533363e+00	-7.512817278e-01	1.160002360e-01	-6.292589751e-01	8.291066247e+00	4.082199452e-02
9	2.312858018e+00	1.484289186e+00	-2.637004401e-01	1.351727942e-01	-8.662934580e-01	8.676704739e+00	4.082199452e-02
10	1.974414884e+00	1.600690378e+00	-3.258292220e-01	8.230533234e-02	-9.159108631e-01	8.960787063e+00	4.082199452e-02
11	1.816250261e+00	1.558458929e+00	-1.926253721e-01	1.602598180e-01	-1.070506425e+00	5.849956169e+00	4.082199452e-02
12	2.338578348e+00	1.657745299e+00	-5.069839911e-01	1.396418209e-01	-6.301940163e-01	9.409171348e+00	4.082199452e-02
13	2.334148094e+00	1.677041968e+00	-4.197612157e-01	7.737180742e-02	-1.033004712e+00	9.502049828e+00	4.082199452e-02
14	2.245893679e+00	1.569914043e+00	-4.017977395e-01	8.962379553e-02	-1.043426358e+00	1.033473584e+01	4.082199452e-02
15	1.961541728e+00	1.591914585e+00	-4.530354073e-01	1.441684992e-01	-5.453117683e-01	1.008775736e+01	4.082199452e-02
16	2.507521893e+00	1.664212836e+00	-8.018923159e-01	9.218645253e-02	-5.750964605e-01	8.441709086e+00	4.082199452e-02
17	2.223491747e+00	1.432307853e+00	-3.948333606e-01	1.211127423e-01	-3.134468032e-01	7.972345067e+00	4.082199452e-02
18	2.726102857e+00	1.587395135e+00	-4.080445331e-01	1.483165774e-01	-6.968639595e-01	4.076850279e+00	4.082199452e-02
19	2.236691196e+00	1.533943155e+00	-4.913891412e-01	1.649236720e-01	-6.108968404e-01	8.675009303e+00	4.082199452e-02
20	2.061322667e+00	1.617597593e+00	-5.333665090e-01	1.369795202e-01	-8.449386510e-01	9.259287162e+00	4.082199452e-02
21	1.990419705e+00	1.469879024e+00	-4.251402704e-01	1.641601399e-01	-6.241573180e-01	9.489153285e+00	4.082199452e-02
22	1.815370557e+00	1.540454655e+00	-4.034777936e-01	1.556676976e-01	-8.284546230e-01	9.126875346e+00	4.082199452e-02
23	1.886682857e+00	1.713395276e+00	-7.272531315e-01	1.575975180e-01	-5.290832250e-01	7.996565267e+00	4.082199452e-02
24	2.306180799e+00	1.493844345e+00	-6.036173903e-01	1.188255950e-01	-3.603456095e-01	9.747485964e+00	4.082199452e-02
25	2.285536712e+00	1.195677944e+00	-3.135645501e-01	6.684608904e-02	-5.362073992e-01	7.866600832e+00	4.082199452e-02
26	1.564608629e+00	1.504337356e+00	-4.433940298e-01	1.206122320e-01	-2.250390245e-01	8.485211189e+00	4.082199452e-02
27	2.558856444e+00	1.553552077e+00	-3.454293242e-01	1.131338357e-01	-6.100440574e-01	7.563192067e+00	4.082199452e-02
28	2.498621745e+00	1.657636080e+00	-6.176133184e-01	6.784018860e-02	-6.902898842e-01	8.444616597e+00	4.082199452e-02
29	2.620750725e+00	1.559806746e+00	-9.427576686e-01	9.178542460e-02	-3.398236723e-01	8.619938299e+00	4.082199452e-02
30	2.112590608e+00	1.621184290e+00	-7.829080032e-01	1.764220703e-01	-6.251358571e-01	7.587623931e+00	4.082199452e-02
31	2.723925903e+00	1.523535226e+00	-5.247106563e-01	1.189979992e-01	-7.251686970e-01	8.406729476e+00	4.082199452e-02
32	2.337411255e+00	1.616827236e+00	-4.582750640e-01	5.598100142e-02	-1.098688185e+00	1.019008516e+01	4.082199452e-02
33	2.551424140e+00	1.499749394e+00	-3.886424431e-01	9.656932579e-02	-9.068994829e-01	9.724335168e+00	4.082199452e-02
34	2.433725525e+00	1.512748877e+00	-2.488738888e-01	1.103098807e-01	-1.036576599e+00	7.172284721e+00	4.082199452e-02
35	2.554446055e+00	1.688550338e+00	-7.535872020e-01	8.700769875e-02	-4.559542460e-01	8.300337239e+00	4.082199452e-02
36	7.966499381e-01	1.590810023e+00	-1.050471430e+00	1.354294987e-01	-3.562686445e-01	8.242472869e+00	4.082199452e-02
37	2.138841119e+00	1.510470880e+00	-5.727359190e-01	1.412385600e-01	-4.240032734e-01	9.889506882e+00	4.082199452e-02
38	1.784768466e+00	1.657374942e+00	-1.183040455e+00	8.441638613e-02	-4.044175267e-01	7.511265278e+00	4.082199452e-02
39	1.835214735e+00	1.669748711e+00	-8.654860927e-01	1.328527916e-01	-4.873670531e-01	9.076635084e+00	4.082199452e-02
40	2.571163679e+00	1.704336902e+00	-1.322794698e+00	9.625391194e-02	-6.969079683e-02	1.980754059e+00	4.082199452e-02
41	1.724723385e+00	1.464771214e+00	-3.037611900e-01	1.486496038e-01	-1.070327786e+00	8.490936609e+00	4.082199452e-02
42	1.914488369e+00	1.344171172e+00	-2.553425444e-01	4.892029015e-02	-1.124810581e+00	6.160252851e+00	4.082199452e-02
43	1.547393278e+00	1.736904630e+00	-9.872158601e-01	1.261068810e-01	-4.847054628e-01	7.775046918e+00	4.082199452e-02
44	1.417562772e+00	1.173332015e+00	-7.963852473e-02	1.533927115e-01	-8.656041702e-01	1.053071079e+01	4.082199452e-02
45	2.489316308e+00	1.662231472e+00	-7.248184306e-01	9.660478934e-02	-6.320221955e-01	8.762205900e+00	4.082199452e-02
46	1.546563503e+00	1.665617179e+00	-6.071361811e-01	1.811974894e-01	-5.723919915e-01	6.449848437e+00	4.082199452e-02
47	8.494654671e-01	1.796485482e+00	-9.663610949e-01	1.382537034e-01	-4.383204379e-01	3.613920684e+00	4.082199452e-02
48	2.207149447e+00	1.667544294e+00	-4.339861452e-01	1.056285777e-01	-9.084864694e-01	9.649034050e+00	4.082199452e-02
49	7.313791062e-01	1.599418252e+00	-7.485098504e-01	1.534012918e-01	-6.472520569e-01	6.112477778e+00	4.082199452e-02
0	1.826563725e+00	1.685816097e+00	-9.874446171e-01	1.245441852e-01	-3.176036542e-01	8.310008788e+00	4.082199452e-02
1	2.176180954e+00	1.557626178e+00	-3.980617756e-01	4.062106393e-02	-1.220416913e+00	8.098341529e+00	4.082199452e-02
2	2.079601439e+00	1.581629710e+00	-3.083657410e-01	1.074396506e-01	-1.032913430e+00	9.289380038e+00	4.082199452e-02
3	2.005151791e+00	1.593180997e+00	-6.158361011e-01	1.329558868e-01	-3.751398947e-01	9.810104303e+00	4.082199452e-02
4	2.304962325e+00	1.682954885e+00	-5.227524501e-01	6.723253999e-02	-1.230987075e+00	8.991874205e+00	4.082199452e-02
5	2.580013475e+00	1.494952456e+00	-3.651129365e-01	6.157451309e-02	-1.072793867e+00	8.714662918e+00	4.082199452e-02
6	2.319129914e+00	1.379479093e+00	-4.209716279e-01	1.043217918e-01	-8.004777619e-01	1.006359287e+01	4.082199452e-02
7	1.662801630e+00	1.414429817e+00	-4.842728846e-01	1.769596081e-01	-1.021983230e+00	8.879933193e+00	4.082199452e-02
8	2.710771623e+00	1.567533363e+00	-7.512817278e-01	1.160002360e-01	-6.292589751e-01	8.291066247e+00	4.082199452e-02
9	2.312858018e+00	1.484289186e+00	-2.637004401e-01	1.351727942e-01	-8.662934580e-01	8.676704739e+00	4.082199452e-02
10	1.974414884e+00	1.600690378e+00	-3.258292220e-01	8.230533234e-02	-9.159108631e-01	8.960787063e+00	4.082199452e-02
11	1.891015715e+00	1.560452319e+00	-2.290250154e-01	1.479679171e-01	-1.065794020e+00	7.008904141e+00	4.082199452e-02
12	2.338578348e+00	1.657745299e+00	-5.069839911e-01	1.396418209e-01	-6.301940163e-01	9.409171348e+00	4.082199452e-02
13	2.385541889e+00	1.690563852e+00	-4.418824995e-01	6.918418193e-02	-1.029201860e+00	9.080240050e+00	4.082199452e-02
14	2.249344966e+00	1.577375854e+00	-3.564591739e-01	8.448832311e-02	-1.160950858e+00	9.868418182e+00	4.082199452e-02
15	1.938185154e+00	1.690617225e+00	-4.755970573e-01	1.279992148e-01	-4.815413089e-01	9.323913109e+00	4.082199452e-02
16	2.513811272e+00	1.662002508e+00	-7.905598653e-01	9.380152286e-02	-5.786001598e-01	8.505245520e+00	4.082199452e-02
17	2.384915919e+00	1.414660864e+00	-3.829361582e-01	1.212353657e-01	-3.351064149e-01	7.188898763e+00	4.082199452e-02
18	2.726102857e+00	1.587395135e+00	-4.080445331e-01	1.483165774e-01	-6.968639595e-01	4.076850279e+00	4.082199452e-02
19	2.236691196e+00	1.533943155e+00	-4.913891412e-01	1.649236720e-01	-6.108968404e-01	8.675009303e+00	4.082199452e-02
20	1.886434811e+00	1.570122455e+00	-5.257293573e-01	1.851967863e-01	-5.918407109e-01	7.243671966e+00	4.082199452e-02
21	1.990419705e+00	1.469879024e+00	-4.251402704e-01	1.641601399e-01	-6.241573180e-01	9.489153285e+00	4.082199452e-02
22	1.753690763e+00	1.390873981e+00	-1.234363929e-01	1.539985475e-01	-1.087388445e+00	7.657722220e+00	4.082199452e-02
23	1.886682857e+00	1.713395276e+00	-7.272531315e-01	1.575975180e-01	-5.290832250e-01	7.996565267e+00	4.082199452e-02
24	2.225623139e+00	1.526088392e+00	-6.680859525e-01	1.197861034e-01	-3.531665659e-01	1.005395005e+01	4.082199452e-02
25	2.285536712e+00	1.195677944e+00	-3.135645501e-01	6.684608904e-02	-5.362073992e-01	7.866600832e+00	4.082199452e-02
26	1.561169447e+00	1.504091422e+00	-4.434986995e-01	1.205301995e-01	-2.236419519e-01	8.460391505e+00	4.082199452e-02
27	2.486032571e+00	1.531015393e+00	-3.353164559e-01	1.062660424e-01	-6.695080587e-01	8.979646715e+00	4.082199452e-02
28	2.500713537e+00	1.642964695e+00	-6.105266987e-01	6.848306346e-02	-6.999900847e-01	8.599220881e+00	4.082199452e-02
29	2.620750725e+00	1.559806746e+00	-9.427576686e-01	9.178542460e-02	-3.398236723e-01	8.619938299e+00	4.082199452e-02
30	2.112590608e+00	1.621184290e+00	-7.829080032e-01	1.764220703e-01	-6.251358571e-01	7.587623931e+00	4.082199452e-02
31	2.839621551e+00	1.410887436e+00	-3.684677732e-01	1.408362210e-01	-9.089483057e-01	4.246904910e+00	4.082199452e-02
32	2.330051951e+00	1.613710628e+00	-4.575723119e-01	5.827536036e-02	-1.088623914e+00	1.028104081e+01	4.082199452e-02
33	2.556177922e+00	1.487312887e+00	-3.629112663e-01	9.656661138e-02	-9.279388086e-01	9.428863257e+00	4.082199452e-02
34	2.433725525e+00	1.512748877e+00	-2.488738888e-01	1.103098807e-01	-1.036576599e+00	7.172284721e+00	4.082199452e-02
35	2.554446055e+00	1.688550338e+00	-7.535872020e-01	8.700769875e-02	-4.559542460e-01	8.300337239e+00	4.082199452e-02
36	1.247667924e+00	1.570382334e+00	-9.297814637e-01	1.304920705e-01	-3.552895546e-01	1.104011437e+01	4.082199452e-02
37	2.138841119e+00	1.510470880e+00	-5.727359190e-01	1.412385600e-01	-4.240032734e-01	9.889506882e+00	4.082199452e-02
38	1.784768466e+00	1.657374942e+00	-1.183040455e+00	8.441638613e-02	-4.044175267e-01	7.511265278e+00	4.082199452e-02
39	1.835214735e+00	1.669748711e+00	-8.654860927e-01	1.328527916e-01	-4.873670531e-01	9.076635084e+00	4.082199452e-02
40	2.517704451e+00	1.658795581e+00	-1.103603368e+00	1.043086072e-01	-2.345565728e-01	6.383796906e+00	4.082199452e-02
41	1.724723385e+00	1.464771214e+00	-3.037611900e-01	1.486496038e-01	-1.070327786e+00	8.490936609e+00	4.082199452e-02
42	1.929710239e+00	1.358851236e+00	-2.580613726e-01	5.380101163e-02	-1.123770516e+00	6.559118069e+00	4.082199452e-02
43	1.342812450e+00	1.697093213e+00	-1.004453278e+00	1.286473349e-01	-4.497058708e-01	8.693943932e+00	4.082199452e-02
44	1.417562772e+00	1.173332015e+00	-7.963852473e-02	1.533927115e-01	-8.656041702e-01	1.053071079e+01	4.082199452e-02
45	2.455282115e+00	1.751269298e+00	-9.090380048e-01	9.662422285e-02	-4.813934215e-01	7.074674743e+00	4.082199452e-02
46	1.546563503e+00	1.665617179e+00	-6.071361811e-01	1.811974894e-01	-5.723919915e-01	6.449848437e+00	4.082199452e-02
47	1.154116132e+00	1.739292499e+00	-8.093701075e-01	1.570212975e-01	-4.969133272e-01	5.976293575e+00	4.082199452e-02
48	2.065391395e+00	1.764392545e+00	-5.498022239e-01	1.026997055e-01	-8.283464680e-01	8.362261293e+00	4.082199452e-02
49	1.243635765e+00	1.588510826e+00	-5.852388499e-01	1.426802084e-01	-8.141868752e-01	6.436913656e+00	4.082199452e-02
0	1.709388900e+00	1.677363230e+00	-8.282926912e-01	1.482525272e-01	-4.242277802e-01	8.658598426e+00	4.082199452e-02
1	2.176180954e+00	1.557626178e+00	-3.980617756e-01	4.062106393e-02	-1.220416913e+00	8.098341529e+00	4.082199452e-02
2	2.189747786e+00	1.560205095e+00	-2.898614639e-01	1.083324037e-01	-1.034052818e+00	9.302420653e+00	4.082199452e-02
3	2.037616453e+00	1.586849365e+00	-5.585536131e-01	1.380483229e-01	-3.697730000e-01	9.244911348e+00	4.082199452e-02
4	2.304962325e+00	1.682954885e+00	-5.227524501e-01	6.723253999e-02	-1.230987075e+00	8.991874205e+00	4.082199452e-02
5	2.580013475e+00	1.494952456e+00	-3.651129365e-01	6.157451309e-02	-1.072793867e+00	8.714662918e+00	4.082199452e-02
6	2.392893339e+00	1.348790230e+00	-4.031424211e-01	9.278870966e-02	-8.312238118e-01	9.795416218e+00	4.082199452e-02
7	1.634064065e+00	1.414420622e+00	-4.883057237e-01	1.791772336e-01	-1.049318470e+00	8.669504445e+00	4.082199452e-02
8	2.421090819e+00	1.537343946e+00	-6.198093474e-01	1.255919524e-01	-7.588359701e-01	9.605855804e+00	4.082199452e-02
9	2.085472955e+00	1.460884340e+00	-3.389395997e-01	1.499135740e-01	-9.276038950e-01	9.565929911e+00	4.082199452e-02
10	2.085185796e+00	1.583783176e+00	-2.068116223e-01	7.417783692e-02	-9.976742469e-01	8.828005543e+00	4.082199452e-02
11	1.891015715e+00	1.560452319e+00	-2.290250154e-01	1.479679171e-01	-1.065794020e+00	7.008904141e+00	4.082199452e-02
12	2.338578348e+00	1.657745299e+00	-5.069839911e-01	1.396418209e-01	-6.301940163e-01	9.409171348e+00	4.082199452e-02
13	2.385541889e+00	1.690563852e+00	-4.418824995e-01	6.918418193e-02	-1.029201860e+00	9.080240050e+00	4.082199452e-02
14	2.139101329e+00	1.609735053e+00	-3.541409674e-01	8.014865099e-02	-1.244670990e+00	8.793572081e+00	4.082199452e-02
15	2.245388910e+00	1.710228266e+00	-3.724124840e-01	8.626835100e-02	-4.102743835e-01	6.654329784e+00	4.082199452e-02
16	2.537667041e+00	1.625618456e+00	-7.422696236e-01	9.265102485e-02	-6.182204382e-01	8.782365212e+00	4.082199452e-02
17	2.374970161e+00	1.422077790e+00	-3.781930765e-01	1.205778314e-01	-3.707246880e-01	7.856892300e+00	4.082199452e-02
18	2.726102857e+00	1.587395135e+00	-4.080445331e-01	1.483165774e-01	-6.968639595e-01	4.076850279e+00	4.082199452e-02
19	2.239437978e+00	1.539938407e+00	-4.926509945e-01	1.609932234e-01	-6.358451931e-01	9.088073027e+00	4.082199452e-02
20	1.807787646e+00	1.592220199e+00	-5.445671226e-01	1.842713379e-01	-5.873402232e-01	7.240462402e+00	4.082199452e-02
21	1.992680960e+00	1.469257147e+00	-4.251115936e-01	1.637485015e-01	-6.253702569e-01	9.525656163e+00	4.082199452e-02
22	1.753690763e+00	1.390873981e+00	-1.234363929e-01	1.539985475e-01	-1.087388445e+00	7.657722220e+00	4.082199452e-02
23	1.886682857e+00	1.713395276e+00	-7.272531315e-01	1.575975180e-01	-5.290832250e-01	7.996565267e+00	4.082199452e-02
24	2.225520459e+00	1.526055641e+00	-6.680615419e-01	1.197950324e-01	-3.530793483e-01	1.005356701e+01	4.082199452e-02
25	2.109117405e+00	1.381401139e+00	-5.297867670e-01	9.270504625e-02	-5.170735784e-01	9.805572553e+00	4.082199452e-02
26	1.561169447e+00	1.504091422e+00	-4.434986995e-01	1.205301995e-01	-2.236419519e-01	8.460391505e+00	4.082199452e-02
27	2.486032571e+00	1.531015393e+00	-3.353164559e-01	1.062660424e-01	-6.695080587e-01	8.979646715e+00	4.082199452e-02
28	2.552723832e+00	1.718433857e+00	-6.648202248e-01	5.821791507e-02	-6.712077879e-01	6.997618248e+00	4.082199452e-02
29	2.620750725e+00	1.559806746e+00	-9.427576686e-01	9.178542460e-02	-3.398236723e-01	8.619938299e+00	4.082199452e-02
30	2.112590608e+00	1.621184290e+00	-7.829080032e-01	1.764220703e-01	-6.251358571e-01	7.587623931e+00	4.082199452e-02
31	2.839621551e+00	1.410887436e+00	-3.684677732e-01	1.408362210e-01	-9.089483057e-01	4.246904910e+00	4.082199452e-02
32	2.330051951e+00	1.613710628e+00	-4.575723119e-01	5.827536036e-02	-1.088623914e+00	1.028104081e+01	4.082199452e-02
33	2.796085702e+00	1.439589172e+00	-4.107381620e-01	8.886335549e-02	-8.584642380e-01	7.772766777e+00	4.082199452e-02
34	1.889611889e+00	1.547387533e+00	-4.026612484e-01	1.251097195e-01	-9.348991580e-01	8.830488439e+00	4.082199452e-02
35	2.554446055e+00	1.688550338e+00	-7.535872020e-01	8.700769875e-02	-4.559542460e-01	8.300337239e+00	4.082199452e-02
36	1.247667924e+00	1.570382334e+00	-9.297814637e-01	1.304920705e-01	-3.552895546e-01	1.104011437e+01	4.082199452e-02
37	2.147365837e+00	1.512874650e+00	-5.813460342e-01	1.399256789e-01	-4.122586445e-01	9.847124822e+00	4.082199452e-02
38	1.677075525e+00	1.657166202e+00	-1.194712434e+00	8.149354998e-02	-4.293758124e-01	7.011715170e+00	4.082199452e-02
39	1.835214735e+00	1.669748711e+00	-8.654860927e-01	1.328527916e-01	-4.873670531e-01	9.076635084e+00	4.082199452e-02
40	2.445884332e+00	1.658374474e+00	-8.643904687e-01	1.184753621e-01	-3.931863182e-01	8.270537988e+00	4.082199452e-02
41	1.724723385e+00	1.464771214e+00	-3.037611900e-01	1.486496038e-01	-1.070327786e+00	8.490936609e+00	4.082199452e-02
42	2.010088165e+00	1.363447906e+00	-2.678142323e-01	6.148935387e-02	-1.104793981e+00	7.381776919e+00	4.082199452e-02
43	1.342812450e+00	1.697093213e+00	-1.004453278e+00	1.286473349e-01	-4.497058708e-01	8.693943932e+00	4.082199452e-02
44	1.417562772e+00	1.173332015e+00	-7.963852473e-02	1.533927115e-01	-8.656041702e-01	1.053071079e+01	4.082199452e-02
45	2.230656240e+00	1.675307960e+00	-6.383351722e-01	1.170633669e-01	-7.140344150e-01	9.283931617e+00	4.082199452e-02
46	1.546563503e+00	1.665617179e+00	-6.071361811e-01	1.811974894e-01	-5.723919915e-01	6.449848437e+00	4.082199452e-02
47	1.154116132e+00	1.739292499e+00	-8.093701075e-01	1.570212975e-01	-4.969133272e-01	5.976293575e+00	4.082199452e-02
48	2.164580497e+00	1.655826320e+00	-4.980024590e-01	1.084536785e-01	-6.752313414e-01	1.002259568e+01	4.082199452e-02
49	1.243635765e+00	1.588510826e+00	-5.852388499e-01	1.426802084e-01	-8.141868752e-01	6.436913656e+00	4.082199452e-02
0	1.709388900e+00	1.677363230e+00	-8.282926912e-01	1.482525272e-01	-4.242277802e-01	8.658598426e+00	4.082199452e-02
1	2.176180954e+00	1.557626178e+00	-3.980617756e-01	4.062106393e-02	-1.220416913e+00	8.098341529e+00	4.082199452e-02
2	2.189747786e+00	1.560205095e+00	-2.898614639e-01	1.083324037e-01	-1.034052818e+00	9.302420653e+00	4.082199452e-02
3	2.001933362e+00	1.570854526e+00	-5.244039094e-01	1.392660113e-01	-4.561185376e-01	1.015856111e+01	4.082199452e-02
4	2.463980872e+00	1.753154098e+00	-6.844080142e-01	5.484927179e-02	-1.217867677e+00	6.044262176e+00	4.082199452e-02
5	2.284638760e+00	1.543212413e+00	-5.177518107e-01	7.758776822e-02	-9.240351482e-01	9.098737112e+00	4.082199452e-02
6	2.508925224e+00	1.331674267e+00	-4.279913646e-01	8.306392295e-02	-7.803132723e-01	9.307396264e+00	4.082199452e-02
7	1.590431593e+00	1.369764422e+00	-4.741750922e-01	1.778977967e-01	-1.165349079e+00	8.835713544e+00	4.082199452e-02
8	2.622050775e+00	1.583126130e+00	-7.879874395e-01	1.110287467e-01	-6.577817702e-01	8.491209201e+00	4.082199452e-02
9	2.085472955e+00	1.460884340e+00	-3.389395997e-01	1.499135740e-01	-9.276038950e-01	9.565929911e+00	4.082199452e-02
10	2.018133091e+00	1.541596020e+00	-7.906465148e-03	5.441031071e-02	-1.128414331e+00	4.727958915e+00	4.082199452e-02
11	1.875302249e+00	1.541048245e+00	-2.169429924e-01	1.486579745e-01	-1.068264972e+00	7.088424879e+00	4.082199452e-02
12	2.338578348e+00	1.657745299e+00	-5.069839911e-01	1.396418209e-01	-6.301940163e-01	9.409171348e+00	4.082199452e-02
13	2.385541889e+00	1.690563852e+00	-4.418824995e-01	6.918418193e-02	-1.029201860e+00	9.080240050e+00	4.082199452e-02
14	2.139101329e+00	1.609735053e+00	-3.541409674e-01	8.014865099e-02	-1.244670990e+00	8.793572081e+00	4.082199452e-02
15	2.245388910e+00	1.710228266e+00	-3.724124840e-01	8.626835100e-02	-4.102743835e-01	6.654329784e+00	4.082199452e-02
16	2.404062564e+00	1.619504902e+00	-7.060801662e-01	1.094221299e-01	-6.125678126e-01	9.321787952e+00	4.082199452e-02
17	2.374970161e+00	1.422077790e+00	-3.781930765e-01	1.205778314e-01	-3.707246880e-01	7.856892300e+00	4.082199452e-02
18	2.726102857e+00	1.587395135e+00	-4.080445331e-01	1.483165774e-01	-6.968639595e-01	4.076850279e+00	4.082199452e-02
19	2.239437978e+00	1.539938407e+00	-4.926509945e-01	1.609932234e-01	-6.358451931e-01	9.088073027e+00	4.082199452e-02
20	1.588307941e+00	1.549248293e+00	-6.563105241e-01	1.662703418e-01	-4.810241596e-01	9.152244629e+00	4.082199452e-02
21	1.947498876e+00	1.456516860e+00	-3.794768960e-01	1.707069372e-01	-6.876182731e-01	8.949118265e+00	4.082199452e-02
22	1.753690763e+00	1.390873981e+00	-1.234363929e-01	1.539985475e-01	-1.087388445e+00	7.657722220e+00	4.082199452e-02
23	1.886682857e+00	1.713395276e+00	-7.272531315e-01	1.575975180e-01	-5.290832250e-01	7.996565267e+00	4.082199452e-02
24	2.225520459e+00	1.526055641e+00	-6.680615419e-01	1.197950324e-01	-3.530793483e-01	1.005356701e+01	4.082199452e-02
25	2.109117405e+00	1.381401139e+00	-5.297867670e-01	9.270504625e-02	-5.170735784e-01	9.805572553e+00	4.082199452e-02
26	1.561169447e+00	1.504091422e+00	-4.434986995e-01	1.205301995e-01	-2.236419519e-01	8.460391505e+00	4.082199452e-02
27	2.486032571e+00	1.531015393e+00	-3.353164559e-01	1.062660424e-01	-6.695080587e-01	8.979646715e+00	4.082199452e-02
28	2.275443513e+00	1.658494695e+00	-6.029294158e-01	7.564305116e-02	-5.460495519e-01	9.134974357e+00	4.082199452e-02
29	2.620750725e+00	1.559806746e+00	-9.427576686e-01	9.178542460e-02	-3.398236723e-01	8.619938299e+00	4.082199452e-02
30	2.078513664e+00	1.578008341e+00	-6.812263739e-01	1.728203876e-01	-6.252024709e-01	8.474407697e+00	4.082199452e-02
31	2.839621551e+00	1.410887436e+00	-3.684677732e-01	1.408362210e-01	-9.089483057e-01	4.246904910e+00	4.082199452e-02
32	2.330051951e+00	1.613710628e+00	-4.575723119e-01	5.827536036e-02	-1.088623914e+00	1.028104081e+01	4.082199452e-02
33	2.388317792e+00	1.511841162e+00	-5.773262224e-01	1.000261772e-01	-7.437724242e-01	9.533381122e+00	4.082199452e-02
34	1.701530263e+00	1.572571391e+00	-2.722759518e-01	1.142985962e-01	-1.316267040e+00	6.005034608e+00	4.082199452e-02
35	2.605007352e+00	1.689872075e+00	-7.457208134e-01	8.378483108e-02	-4.537459547e-01	7.981915670e+00	4.082199452e-02
36	1.170353449e+00	1.467417030e+00	-8.691031218e-01	1.319911032e-01	-2.785668239e-01	1.084964543e+01	4.082199452e-02
37	2.147365837e+00	1.512874650e+00	-5.813460342e-01	1.399256789e-01	-4.122586445e-01	9.847124822e+00	4.082199452e-02
38	1.462728909e+00	1.690827504e+00	-1.036771254e+00	1.124502883e-01	-4.570575749e-01	8.351430442e+00	4.082199452e-02
39	1.923941859e+00	1.629035589e+00	-7.853829463e-01	1.308349852e-01	-4.681929214e-01	9.722004747e+00	4.082199452e-02
40	2.445884332e+00	1.658374474e+00	-8.643904687e-01	1.184753621e-01	-3.931863182e-01	8.270537988e+00	4.082199452e-02
41	1.725993323e+00	1.447165226e+00	-2.603216701e-01	1.486824880e-01	-1.123835104e+00	8.171808731e+00	4.082199452e-02
42	2.010088165e+00	1.363447906e+00	-2.678142323e-01	6.148935387e-02	-1.104793981e+00	7.381776919e+00	4.082199452e-02
43	1.484302515e+00	1.665450944e+00	-1.150732394e+00	1.073717008e-01	-4.143083275e-01	8.597590595e+00	4.082199452e-02
44	1.417562772e+00	1.173332015e+00	-7.963852473e-02	1.533927115e-01	-8.656041702e-01	1.053071079e+01	4.082199452e-02
