walker	A	B	C	D	E	log_l	log_p
22	1.923907575e+00	1.428351227e+00	-3.051332883e-01	1.293982967e-01	-8.406768487e-01	1.016705084e+01	4.082199452e-02
23	2.055316517e+00	1.706431866e+00	-6.210224405e-01	1.508984417e-01	-6.559719080e-01	8.873270022e+00	4.082199452e-02
24	2.512601205e+00	1.478039556e+00	-5.708190797e-01	9.029232942e-02	-2.837007522e-01	7.941778794e+00	4.082199452e-02
25	2.022299550e+00	1.336827846e+00	-5.302276337e-01	9.500705457e-02	-3.366275899e-01	1.095874192e+01	4.082199452e-02
26	1.653834702e+00	1.553175207e+00	-7.085589019e-01	1.159492152e-01	-3.968548926e-01	1.059103995e+01	4.082199452e-02
27	2.418716439e+00	1.669117595e+00	-2.651212269e-01	8.246775693e-02	-8.523007402e-01	6.987736800e+00	4.082199452e-02
28	2.332883351e+00	1.557875671e+00	-5.636952070e-01	8.787054610e-02	-5.494796763e-01	9.791582793e+00	4.082199452e-02
29	2.675300689e+00	1.461399836e+00	-9.388772401e-01	6.529914519e-02	-4.552450811e-01	7.735390208e+00	4.082199452e-02
30	1.853155932e+00	1.356215547e+00	-7.107984886e-01	1.417742318e-01	-8.393923886e-01	7.039779497e+00	4.082199452e-02
31	2.520617068e+00	1.472869053e+00	-3.303257215e-01	1.274028819e-01	-9.070841717e-01	8.088854878e+00	4.082199452e-02
32	2.309302087e+00	1.613762315e+00	-3.008479722e-01	5.341507690e-02	-1.415040089e+00	4.553215903e+00	4.082199452e-02
33	2.285234918e+00	1.530530387e+00	-4.113786836e-01	1.208671655e-01	-1.212815829e+00	8.454537050e+00	4.082199452e-02
34	2.176494369e+00	1.629457336e+00	-4.768384959e-01	6.282377408e-02	-7.891164613e-01	8.616727729e+00	4.082199452e-02
35	2.587741569e+00	1.690437483e+00	-7.452769207e-01	8.555900670e-02	-4.555567755e-01	8.082154876e+00	4.082199452e-02
36	1.554487476e+00	1.432170074e+00	-6.831187363e-01	1.314115677e-01	-2.768246813e-01	1.122004146e+01	4.082199452e-02
37	1.870875243e+00	1.306477479e+00	-5.511971913e-01	1.468965207e-01	-2.313632096e-01	7.993286791e+00	4.082199452e-02
38	1.301543208e+00	1.610425523e+00	-1.263742763e+00	8.074539981e-02	-3.883030551e-01	7.424976410e+00	4.082199452e-02
39	1.587671913e+00	1.611832294e+00	-1.187840701e+00	9.942578391e-02	-1.636778279e-01	7.757224828e+00	4.082199452e-02
40	2.185308838e+00	1.478996245e+00	-5.560030434e-01	1.153430961e-01	-5.774763045e-01	1.011255193e+01	4.082199452e-02
41	1.937987404e+00	1.460360725e+00	-2.421093534e-01	1.516341542e-01	-1.102046044e+00	7.803596895e+00	4.082199452e-02
42	1.793047218e+00	1.302489930e+00	-2.844404033e-01	9.107312650e-02	-9.778007733e-01	7.261750541e+00	4.082199452e-02
43	1.456043455e+00	1.682243363e+00	-1.345869447e+00	9.455495979e-02	-3.431067252e-01	6.804765021e+00	4.082199452e-02
44	1.621566613e+00	1.247504196e+00	-2.280530281e-01	1.431859685e-01	-7.839838417e-01	1.137404432e+01	4.082199452e-02
45	2.371171549e+00	1.407941640e+00	-2.380258707e-01	1.098701912e-01	-9.291766680e-01	9.340125657e+00	4.082199452e-02
46	1.707587583e+00	1.668170962e+00	-6.087882708e-01	1.529684249e-01	-6.468438229e-01	8.644554953e+00	4.082199452e-02
47	1.648003851e+00	1.787317983e+00	-8.795796433e-01	1.218107678e-01	-4.044873852e-01	6.690379079e+00	4.082199452e-02
48	1.998142655e+00	1.692891816e+00	-3.050883712e-01	4.007367019e-02	-9.832652678e-01	7.689730868e+00	4.082199452e-02
49	9.168546372e-01	1.779860597e+00	-8.524182626e-01	1.205455011e-01	-8.731454137e-01	3.453759237e+00	4.082199452e-02
0	1.733468562e+00	1.770036197e+00	-8.943272688e-01	1.220869461e-01	-6.610203468e-01	6.646390044e+00	4.082199452e-02
1	2.240034348e+00	1.570853562e+00	-4.520977837e-01	4.560401755e-02	-1.132124889e+00	8.976071211e+00	4.082199452e-02
2	2.351559082e+00	1.630228115e+00	-4.454267205e-01	1.234654769e-01	-7.567534252e-01	9.820231668e+00	4.082199452e-02
3	2.002792950e+00	1.578593892e+00	-4.910296529e-01	1.342399615e-01	-4.058765825e-01	9.725451453e+00	4.082199452e-02
4	2.356445143e+00	1.690127073e+00	-6.375853127e-01	7.754402181e-02	-1.050466769e+00	8.636162022e+00	4.082199452e-02
5	2.442974251e+00	1.517930776e+00	-5.617544283e-01	7.664909121e-02	-1.142184874e+00	1.111174538e+01	4.082199452e-02
6	2.524014748e+00	1.316875851e+00	-3.732772750e-01	9.189712453e-02	-8.372532648e-01	9.321350810e+00	4.082199452e-02
7	1.881691355e+00	1.496271594e+00	-5.449147697e-01	1.646035268e-01	-1.055084975e+00	8.708723984e+00	4.082199452e-02
8	2.731995008e+00	1.468073901e+00	-6.619085922e-01	1.439973731e-01	-6.732538039e-01	7.724639197e+00	4.082199452e-02
9	1.530082334e+00	1.366795036e+00	-5.791647727e-01	1.920748229e-01	-5.653631611e-01	7.521191121e+00	4.082199452e-02
10	2.477260371e+00	1.643451465e+00	-3.860830369e-01	5.766967561e-02	-8.186934190e-01	7.952025363e+00	4.082199452e-02
11	1.911163781e+00	1.416140428e+00	-2.022838614e-01	1.691252301e-01	-1.006087570e+00	7.083618203e+00	4.082199452e-02
12	2.287633118e+00	1.675419328e+00	-5.247596498e-01	1.581033035e-01	-5.808490006e-01	8.002422194e+00	4.082199452e-02
13	2.309824941e+00	1.645609247e+00	-5.111824598e-01	8.844697675e-02	-9.599358457e-01	9.841004498e+00	4.082199452e-02
14	2.279708591e+00	1.673520795e+00	-4.531933199e-01	4.617408847e-02	-1.146032961e+00	8.719064405e+00	4.082199452e-02
15	2.311145268e+00	1.599435348e+00	-4.733469485e-01	1.016163102e-01	-4.565302832e-01	9.464047219e+00	4.082199452e-02
16	2.406242902e+00	1.575324373e+00	-8.347688579e-01	1.331459252e-01	-3.856651766e-01	8.591894371e+00	4.082199452e-02
17	2.381804381e+00	1.342415770e+00	-3.399552412e-01	1.122651909e-01	-4.700565949e-01	9.220899250e+00	4.082199452e-02
18	2.451657616e+00	1.614963779e+00	-4.810133221e-01	1.155610678e-01	-7.077240638e-01	9.703768422e+00	4.082199452e-02
19	1.922336858e+00	1.386071849e+00	-3.102592660e-01	1.695857318e-01	-8.625923712e-01	9.176516678e+00	4.082199452e-02
20	1.276141959e+00	1.642593706e+00	-9.113830317e-01	1.459405806e-01	-3.806471525e-01	9.226131476e+00	4.082199452e-02
21	1.592347083e+00	1.490404930e+00	-3.230843613e-01	1.721006539e-01	-6.088079763e-01	8.183722751e+00	4.082199452e-02
22	1.923907575e+00	1.428351227e+00	-3.051332883e-01	1.293982967e-01	-8.406768487e-01	1.016705084e+01	4.082199452e-02
23	2.055316517e+00	1.706431866e+00	-6.210224405e-01	1.508984417e-01	-6.559719080e-01	8.873270022e+00	4.082199452e-02
24	2.412220692e+00	1.562295156e+00	-5.201204599e-01	7.127664844e-02	-6.553799904e-01	9.241541949e+00	4.082199452e-02
25	1.778443525e+00	1.115123256e+00	-5.782487639e-01	8.942723565e-02	-2.354005596e-01	8.308435039e+00	4.082199452e-02
26	1.899339786e+00	1.590389386e+00	-5.662281354e-01	1.052026281e-01	-5.430399379e-01	9.547817595e+00	4.082199452e-02
27	2.418716439e+00	1.669117595e+00	-2.651212269e-01	8.246775693e-02	-8.523007402e-01	6.987736800e+00	4.082199452e-02
28	2.332883351e+00	1.557875671e+00	-5.636952070e-01	8.787054610e-02	-5.494796763e-01	9.791582793e+00	4.082199452e-02
29	2.825825879e+00	1.463844212e+00	-1.107123002e+00	4.702340754e-02	-4.601670785e-01	5.371705563e+00	4.082199452e-02
30	1.853155932e+00	1.356215547e+00	-7.107984886e-01	1.417742318e-01	-8.393923886e-01	7.039779497e+00	4.082199452e-02
31	2.520617068e+00	1.472869053e+00	-3.303257215e-01	1.274028819e-01	-9.070841717e-01	8.088854878e+00	4.082199452e-02
32	2.309302087e+00	1.613762315e+00	-3.008479722e-01	5.341507690e-02	-1.415040089e+00	4.553215903e+00	4.082199452e-02
33	2.285537666e+00	1.530704133e+00	-4.123464698e-01	1.206575122e-01	-1.208601134e+00	8.520401957e+00	4.082199452e-02
34	2.176494369e+00	1.629457336e+00	-4.768384959e-01	6.282377408e-02	-7.891164613e-01	8.616727729e+00	4.082199452e-02
35	2.587741569e+00	1.690437483e+00	-7.452769207e-01	8.555900670e-02	-4.555567755e-01	8.082154876e+00	4.082199452e-02
36	1.554487476e+00	1.432170074e+00	-6.831187363e-01	1.314115677e-01	-2.768246813e-01	1.122004146e+01	4.082199452e-02
37	1.870875243e+00	1.306477479e+00	-5.511971913e-01	1.468965207e-01	-2.313632096e-01	7.993286791e+00	4.082199452e-02
38	1.179203981e+00	1.614425071e+00	-1.316398889e+00	7.585960773e-02	-3.800041987e-01	6.744305755e+00	4.082199452e-02
39	1.587671913e+00	1.611832294e+00	-1.187840701e+00	9.942578391e-02	-1.636778279e-01	7.757224828e+00	4.082199452e-02
40	2.185308838e+00	1.478996245e+00	-5.560030434e-01	1.153430961e-01	-5.774763045e-01	1.011255193e+01	4.082199452e-02
41	1.652908239e+00	1.402753663e+00	-1.031446171e-01	1.768928733e-01	-1.011107574e+00	5.795117667e+00	4.082199452e-02
42	1.293272012e+00	1.136822112e+00	-7.119388978e-02	1.021647950e-01	-8.513941256e-01	5.862740552e+00	4.082199452e-02
43	1.456043455e+00	1.682243363e+00	-1.345869447e+00	9.455495979e-02	-3.431067252e-01	6.804765021e+00	4.082199452e-02
44	1.606920864e+00	1.230182235e+00	-2.250569789e-01	1.471961994e-01	-7.762334129e-01	1.148523309e+01	4.082199452e-02
45	2.320954881e+00	1.437861326e+00	-1.935889907e-01	1.157752465e-01	-9.593781233e-01	8.449043827e+00	4.082199452e-02
46	1.707587583e+00	1.668170962e+00	-6.087882708e-01	1.529684249e-01	-6.468438229e-01	8.644554953e+00	4.082199452e-02
47	1.971283164e+00	1.717986449e+00	-7.192515866e-01	1.192967514e-01	-5.264679561e-01	8.971396958e+00	4.082199452e-02
48	1.998142655e+00	1.692891816e+00	-3.050883712e-01	4.007367019e-02	-9.832652678e-01	7.689730868e+00	4.082199452e-02
49	1.453064660e+00	1.723936580e+00	-7.003082270e-01	1.216368202e-01	-8.296447811e-01	5.524695217e+00	4.082199452e-02
0	1.733468562e+00	1.770036197e+00	-8.943272688e-01	1.220869461e-01	-6.610203468e-01	6.646390044e+00	4.082199452e-02
1	2.240034348e+00	1.570853562e+00	-4.520977837e-01	4.560401755e-02	-1.132124889e+00	8.976071211e+00	4.082199452e-02
2	2.344134538e+00	1.631365986e+00	-4.427776646e-01	1.239797013e-01	-7.604246272e-01	9.814422203e+00	4.082199452e-02
3	2.002792950e+00	1.578593892e+00	-4.910296529e-01	1.342399615e-01	-4.058765825e-01	9.725451453e+00	4.082199452e-02
4	2.356445143e+00	1.690127073e+00	-6.375853127e-01	7.754402181e-02	-1.050466769e+00	8.636162022e+00	4.082199452e-02
5	2.442974251e+00	1.517930776e+00	-5.617544283e-01	7.664909121e-02	-1.142184874e+00	1.111174538e+01	4.082199452e-02
6	2.681055074e+00	1.287704180e+00	-3.911096795e-01	8.208355029e-02	-8.363573569e-01	8.008754255e+00	4.082199452e-02
7	1.881691355e+00	1.496271594e+00	-5.449147697e-01	1.646035268e-01	-1.055084975e+00	8.708723984e+00	4.082199452e-02
8	2.750365669e+00	1.461602890e+00	-6.630185812e-01	1.438100209e-01	-6.737229777e-01	7.606241130e+00	4.082199452e-02
9	1.530082334e+00	1.366795036e+00	-5.791647727e-01	1.920748229e-01	-5.653631611e-01	7.521191121e+00	4.082199452e-02
10	2.477260371e+00	1.643451465e+00	-3.860830369e-01	5.766967561e-02	-8.186934190e-01	7.952025363e+00	4.082199452e-02
11	1.911163781e+00	1.416140428e+00	-2.022838614e-01	1.691252301e-01	-1.006087570e+00	7.083618203e+00	4.082199452e-02
12	2.287633118e+00	1.675419328e+00	-5.247596498e-01	1.581033035e-01	-5.808490006e-01	8.002422194e+00	4.082199452e-02
13	2.309824941e+00	1.645609247e+00	-5.111824598e-01	8.844697675e-02	-9.599358457e-01	9.841004498e+00	4.082199452e-02
14	2.279708591e+00	1.673520795e+00	-4.531933199e-01	4.617408847e-02	-1.146032961e+00	8.719064405e+00	4.082199452e-02
15	2.311145268e+00	1.599435348e+00	-4.733469485e-01	1.016163102e-01	-4.565302832e-01	9.464047219e+00	4.082199452e-02
16	2.118713546e+00	1.526999394e+00	-7.835759210e-01	1.325604535e-01	-3.489235997e-01	9.913167149e+00	4.082199452e-02
17	2.381804381e+00	1.342415770e+00	-3.399552412e-01	1.122651909e-01	-4.700565949e-01	9.220899250e+00	4.082199452e-02
18	2.455779549e+00	1.614255502e+00	-4.826122788e-01	1.162471620e-01	-7.052197092e-01	9.681748312e+00	4.082199452e-02
19	1.922336858e+00	1.386071849e+00	-3.102592660e-01	1.695857318e-01	-8.625923712e-01	9.176516678e+00	4.082199452e-02
20	1.142396916e+00	1.706964878e+00	-1.160215276e+00	1.348756741e-01	-2.841421412e-01	6.126648483e+00	4.082199452e-02
21	1.592347083e+00	1.490404930e+00	-3.230843613e-01	1.721006539e-01	-6.088079763e-01	8.183722751e+00	4.082199452e-02
22	1.923907575e+00	1.428351227e+00	-3.051332883e-01	1.293982967e-01	-8.406768487e-01	1.016705084e+01	4.082199452e-02
23	2.055316517e+00	1.706431866e+00	-6.210224405e-01	1.508984417e-01	-6.559719080e-01	8.873270022e+00	4.082199452e-02
24	2.412220692e+00	1.562295156e+00	-5.201204599e-01	7.127664844e-02	-6.553799904e-01	9.241541949e+00	4.082199452e-02
25	2.104789681e+00	1.361851538e+00	-4.885077301e-01	7.459651472e-02	-5.077972301e-01	9.508565790e+00	4.082199452e-02
26	1.899339786e+00	1.590389386e+00	-5.662281354e-01	1.052026281e-01	-5.430399379e-01	9.547817595e+00	4.082199452e-02
27	2.464337176e+00	1.777034058e+00	-2.985019693e-01	6.692471249e-02	-8.023327435e-01	4.608265449e+00	4.082199452e-02
28	2.321342619e+00	1.585226741e+00	-4.350570814e-01	7.100794917e-02	-9.730872110e-01	1.025078389e+01	4.082199452e-02
29	2.825825879e+00	1.463844212e+00	-1.107123002e+00	4.702340754e-02	-4.601670785e-01	5.371705563e+00	4.082199452e-02
30	1.795189673e+00	1.357728691e+00	-7.514614204e-01	1.450098957e-01	-8.798900283e-01	6.733352636e+00	4.082199452e-02
31	2.520617068e+00	1.472869053e+00	-3.303257215e-01	1.274028819e-01	-9.070841717e-01	8.088854878e+00	4.082199452e-02
32	2.309302087e+00	1.613762315e+00	-3.008479722e-01	5.341507690e-02	-1.415040089e+00	4.553215903e+00	4.082199452e-02
33	2.291294814e+00	1.539470930e+00	-4.159981533e-01	1.126742621e-01	-1.170732391e+00	9.304155099e+00	4.082199452e-02
34	2.242360420e+00	1.601042401e+00	-3.990318623e-01	4.469780474e-02	-8.734179977e-01	8.429577639e+00	4.082199452e-02
35	2.532936608e+00	1.767555642e+00	-7.729983050e-01	6.592818556e-02	-3.820339064e-01	6.349719464e+00	4.082199452e-02
36	1.554487476e+00	1.432170074e+00	-6.831187363e-01	1.314115677e-01	-2.768246813e-01	1.122004146e+01	4.082199452e-02
37	1.887722673e+00	1.332534969e+00	-4.723192801e-01	1.543244820e-01	-4.380141041e-01	9.814859481e+00	4.082199452e-02
38	1.179203981e+00	1.614425071e+00	-1.316398889e+00	7.585960773e-02	-3.800041987e-01	6.744305755e+00	4.082199452e-02
39	1.728984381e+00	1.569940901e+00	-1.084868540e+00	9.718441608e-02	-2.506171628e-01	1.032548564e+01	4.082199452e-02
40	2.187124506e+00	1.448003170e+00	-5.723099358e-01	1.261614102e-01	-5.338811174e-01	1.031232709e+01	4.082199452e-02
41	1.652908239e+00	1.402753663e+00	-1.031446171e-01	1.768928733e-01	-1.011107574e+00	5.795117667e+00	4.082199452e-02
42	1.247311924e+00	1.118578155e+00	-5.539227186e-02	1.013082432e-01	-8.348488933e-01	5.286046355e+00	4.082199452e-02
43	1.456043455e+00	1.682243363e+00	-1.345869447e+00	9.455495979e-02	-3.431067252e-01	6.804765021e+00	4.082199452e-02
44	1.617573641e+00	1.243304527e+00	-2.374857923e-01	1.456663800e-01	-7.677382101e-01	1.142024578e+01	4.082199452e-02
45	2.320954881e+00	1.437861326e+00	-1.935889907e-01	1.157752465e-01	-9.593781233e-01	8.449043827e+00	4.082199452e-02
46	1.707587583e+00	1.668170962e+00	-6.087882708e-01	1.529684249e-01	-6.468438229e-01	8.644554953e+00	4.082199452e-02
47	1.971283164e+00	1.717986449e+00	-7.192515866e-01	1.192967514e-01	-5.264679561e-01	8.971396958e+00	4.082199452e-02
48	1.998142655e+00	1.692891816e+00	-3.050883712e-01	4.007367019e-02	-9.832652678e-01	7.689730868e+00	4.082199452e-02
49	1.453064660e+00	1.723936580e+00	-7.003082270e-01	1.216368202e-01	-8.296447811e-01	5.524695217e+00	4.082199452e-02
0	1.733468562e+00	1.770036197e+00	-8.943272688e-01	1.220869461e-01	-6.610203468e-01	6.646390044e+00	4.082199452e-02
1	2.240034348e+00	1.570853562e+00	-4.520977837e-01	4.560401755e-02	-1.132124889e+00	8.976071211e+00	4.082199452e-02
2	2.358306987e+00	1.616909967e+00	-4.406042681e-01	1.222173538e-01	-7.636187119e-01	9.894814699e+00	4.082199452e-02
3	2.087701321e+00	1.588336157e+00	-4.383460142e-01	1.118500604e-01	-6.854324541e-01	1.016199376e+01	4.082199452e-02
4	2.356445143e+00	1.690127073e+00	-6.375853127e-01	7.754402181e-02	-1.050466769e+00	8.636162022e+00	4.082199452e-02
5	2.432035455e+00	1.519304928e+00	-5.583560616e-01	7.469592711e-02	-1.155452187e+00	1.115917203e+01	4.082199452e-02
6	2.681055074e+00	1.287704180e+00	-3.911096795e-01	8.208355029e-02	-8.363573569e-01	8.008754255e+00	4.082199452e-02
7	1.881691355e+00	1.496271594e+00	-5.449147697e-01	1.646035268e-01	-1.055084975e+00	8.708723984e+00	4.082199452e-02
8	2.814719496e+00	1.471231456e+00	-6.772448948e-01	1.430256341e-01	-6.913070398e-01	7.156752084e+00	4.082199452e-02
9	1.530082334e+00	1.366795036e+00	-5.791647727e-01	1.920748229e-01	-5.653631611e-01	7.521191121e+00	4.082199452e-02
10	2.431865917e+00	1.639283550e+00	-4.002330579e-01	6.140328967e-02	-7.970414142e-01	8.535556304e+00	4.082199452e-02
11	1.911163781e+00	1.416140428e+00	-2.022838614e-01	1.691252301e-01	-1.006087570e+00	7.083618203e+00	4.082199452e-02
12	2.287633118e+00	1.675419328e+00	-5.247596498e-01	1.581033035e-01	-5.808490006e-01	8.002422194e+00	4.082199452e-02
13	2.017081722e+00	1.746715340e+00	-4.148976983e-01	5.680169223e-02	-1.115689677e+00	7.693036744e+00	4.082199452e-02
14	2.279708591e+00	1.673520795e+00	-4.531933199e-01	4.617408847e-02	-1.146032961e+00	8.719064405e+00	4.082199452e-02
15	2.311145268e+00	1.599435348e+00	-4.733469485e-01	1.016163102e-01	-4.565302832e-01	9.464047219e+00	4.082199452e-02
16	2.129043462e+00	1.528241620e+00	-7.743036671e-01	1.304035842e-01	-3.597092614e-01	1.002282011e+01	4.082199452e-02
17	2.381804381e+00	1.342415770e+00	-3.399552412e-01	1.122651909e-01	-4.700565949e-01	9.220899250e+00	4.082199452e-02
18	2.487289824e+00	1.590187969e+00	-4.334526459e-01	1.285243441e-01	-5.957024705e-01	8.537061024e+00	4.082199452e-02
19	1.922336858e+00	1.386071849e+00	-3.102592660e-01	1.695857318e-01	-8.625923712e-01	9.176516678e+00	4.082199452e-02
20	1.701641129e+00	1.677611407e+00	-8.306101000e-01	1.030106151e-01	-5.065871552e-01	8.151652283e+00	4.082199452e-02
21	1.592347083e+00	1.490404930e+00	-3.230843613e-01	1.721006539e-01	-6.088079763e-01	8.183722751e+00	4.082199452e-02
22	1.923907575e+00	1.428351227e+00	-3.051332883e-01	1.293982967e-01	-8.406768487e-01	1.016705084e+01	4.082199452e-02
23	2.139451085e+00	1.703986458e+00	-6.099462183e-01	1.549862894e-01	-6.317098124e-01	8.728146665e+00	4.082199452e-02
24	2.541212404e+00	1.532870540e+00	-6.120750137e-01	9.146059441e-02	-4.898021568e-01	9.365092397e+00	4.082199452e-02
25	2.122731476e+00	1.306158875e+00	-5.193653423e-01	8.040447608e-02	-4.278067187e-01	1.011570381e+01	4.082199452e-02
26	1.871519447e+00	1.604688279e+00	-5.792757013e-01	1.047953797e-01	-5.472483738e-01	9.349677051e+00	4.082199452e-02
27	2.464337176e+00	1.777034058e+00	-2.985019693e-01	6.692471249e-02	-8.023327435e-01	4.608265449e+00	4.082199452e-02
28	2.321342619e+00	1.585226741e+00	-4.350570814e-01	7.100794917e-02	-9.730872110e-01	1.025078389e+01	4.082199452e-02
29	2.813209256e+00	1.467168025e+00	-1.091586934e+00	4.836167058e-02	-4.600779279e-01	5.613801340e+00	4.082199452e-02
30	1.873884324e+00	1.078852395e+00	-8.796274701e-01	1.378605951e-01	-1.089239942e+00	6.759339649e+00	4.082199452e-02
31	2.520617068e+00	1.472869053e+00	-3.303257215e-01	1.274028819e-01	-9.070841717e-01	8.088854878e+00	4.082199452e-02
32	2.309302087e+00	1.613762315e+00	-3.008479722e-01	5.341507690e-02	-1.415040089e+00	4.553215903e+00	4.082199452e-02
33	2.291294814e+00	1.539470930e+00	-4.159981533e-01	1.126742621e-01	-1.170732391e+00	9.304155099e+00	4.082199452e-02
34	2.242360420e+00	1.601042401e+00	-3.990318623e-01	4.469780474e-02	-8.734179977e-01	8.429577639e+00	4.082199452e-02
35	2.276887869e+00	1.676290912e+00	-6.368131093e-01	9.892140130e-02	-3.935494400e-01	9.121150510e+00	4.082199452e-02
36	1.554487476e+00	1.432170074e+00	-6.831187363e-01	1.314115677e-01	-2.768246813e-01	1.122004146e+01	4.082199452e-02
37	1.961237811e+00	1.195558179e+00	-4.166247636e-01	1.548779040e-01	-3.527883679e-01	7.004334579e+00	4.082199452e-02
38	1.179203981e+00	1.614425071e+00	-1.316398889e+00	7.585960773e-02	-3.800041987e-01	6.744305755e+00	4.082199452e-02
39	1.728984381e+00	1.569940901e+00	-1.084868540e+00	9.718441608e-02	-2.506171628e-01	1.032548564e+01	4.082199452e-02
40	2.187124506e+00	1.448003170e+00	-5.723099358e-01	1.261614102e-01	-5.338811174e-01	1.031232709e+01	4.082199452e-02
41	1.652908239e+00	1.402753663e+00	-1.031446171e-01	1.768928733e-01	-1.011107574e+00	5.795117667e+00	4.082199452e-02
42	1.247311924e+00	1.118578155e+00	-5.539227186e-02	1.013082432e-01	-8.348488933e-01	5.286046355e+00	4.082199452e-02
43	1.456043455e+00	1.682243363e+00	-1.345869447e+00	9.455495979e-02	-3.431067252e-01	6.804765021e+00	4.082199452e-02
44	1.617573641e+00	1.243304527e+00	-2.374857923e-01	1.456663800e-01	-7.677382101e-01	1.142024578e+01	4.082199452e-02
45	2.320954881e+00	1.437861326e+00	-1.935889907e-01	1.157752465e-01	-9.593781233e-01	8.449043827e+00	4.082199452e-02
46	1.707587583e+00	1.668170962e+00	-6.087882708e-01	1.529684249e-01	-6.468438229e-01	8.644554953e+00	4.082199452e-02
47	1.971283164e+00	1.717986449e+00	-7.192515866e-01	1.192967514e-01	-5.264679561e-01	8.971396958e+00	4.082199452e-02
48	1.998142655e+00	1.692891816e+00	-3.050883712e-01	4.007367019e-02	-9.832652678e-01	7.689730868e+00	4.082199452e-02
49	1.453064660e+00	1.723936580e+00	-7.003082270e-01	1.216368202e-01	-8.296447811e-01	5.524695217e+00	4.082199452e-02
0	1.733468562e+00	1.770036197e+00	-8.943272688e-01	1.220869461e-01	-6.610203468e-01	6.646390044e+00	4.082199452e-02
1	2.224158532e+00	1.529770831e+00	-4.516594002e-01	4.537590124e-02	-1.126559514e+00	8.569397813e+00	4.082199452e-02
2	2.470841188e+00	1.673669110e+00	-4.714625731e-01	1.186549146e-01	-7.629928667e-01	8.736246805e+00	4.082199452e-02
3	2.087701321e+00	1.588336157e+00	-4.383460142e-01	1.118500604e-01	-6.854324541e-01	1.016199376e+01	4.082199452e-02
4	2.356445143e+00	1.690127073e+00	-6.375853127e-01	7.754402181e-02	-1.050466769e+00	8.636162022e+00	4.082199452e-02
5	2.432035455e+00	1.519304928e+00	-5.583560616e-01	7.469592711e-02	-1.155452187e+00	1.115917203e+01	4.082199452e-02
6	2.331366862e+00	1.378943705e+00	-4.583929771e-01	1.181825905e-01	-9.320415465e-01	1.002763078e+01	4.082199452e-02
7	1.779403501e+00	1.499016744e+00	-5.304074210e-01	1.669691107e-01	-1.094965942e+00	8.304720257e+00	4.082199452e-02
8	2.814719496e+00	1.471231456e+00	-6.772448948e-01	1.430256341e-01	-6.913070398e-01	7.156752084e+00	4.082199452e-02
9	1.526945330e+00	1.369008955e+00	-5.857559637e-01	1.910358088e-01	-5.637059720e-01	7.644774794e+00	4.082199452e-02
10	2.431865917e+00	1.639283550e+00	-4.002330579e-01	6.140328967e-02	-7.970414142e-01	8.535556304e+00	4.082199452e-02
11	1.790632234e+00	1.404921211e+00	-1.769610291e-01	1.773766569e-01	-1.025667467e+00	6.269979207e+00	4.082199452e-02
12	2.289348371e+00	1.678237255e+00	-5.295231134e-01	1.623999111e-01	-5.697644043e-01	7.469965109e+00	4.082199452e-02
13	2.017081722e+00	1.746715340e+00	-4.148976983e-01	5.680169223e-02	-1.115689677e+00	7.693036744e+00	4.082199452e-02
14	2.279708591e+00	1.673520795e+00	-4.531933199e-01	4.617408847e-02	-1.146032961e+00	8.719064405e+00	4.082199452e-02
15	2.275247332e+00	1.615007832e+00	-5.046168690e-01	1.030424971e-01	-4.595020957e-01	9.709719303e+00	4.082199452e-02
16	2.129043462e+00	1.528241620e+00	-7.743036671e-01	1.304035842e-01	-3.597092614e-01	1.002282011e+01	4.082199452e-02
17	2.471856264e+00	1.253046553e+00	-2.455478005e-01	1.116778196e-01	-4.669074600e-01	6.854971340e+00	4.082199452e-02
18	2.487289824e+00	1.590187969e+00	-4.334526459e-01	1.285243441e-01	-5.957024705e-01	8.537061024e+00	4.082199452e-02
19	1.922336858e+00	1.386071849e+00	-3.102592660e-01	1.695857318e-01	-8.625923712e-01	9.176516678e+00	4.082199452e-02
20	1.492443786e+00	1.673612891e+00	-8.922778230e-01	1.111467040e-01	-3.328280343e-01	9.135158112e+00	4.082199452e-02
21	1.642764483e+00	1.590495103e+00	-1.157293370e-01	1.559270454e-01	-6.439863824e-01	6.196616111e+00	4.082199452e-02
22	1.923907575e+00	1.428351227e+00	-3.051332883e-01	1.293982967e-01	-8.406768487e-01	1.016705084e+01	4.082199452e-02
23	2.139451085e+00	1.703986458e+00	-6.099462183e-01	1.549862894e-01	-6.317098124e-01	8.728146665e+00	4.082199452e-02
24	2.501920927e+00	1.542226771e+00	-5.804413085e-01	8.780563731e-02	-5.761668359e-01	9.502299916e+00	4.082199452e-02
25	2.122731476e+00	1.306158875e+00	-5.193653423e-01	8.040447608e-02	-4.278067187e-01	1.011570381e+01	4.082199452e-02
26	1.797165942e+00	1.552894913e+00	-7.402792761e-01	1.428001504e-01	-2.912180219e-01	9.379494111e+00	4.082199452e-02
27	2.464337176e+00	1.777034058e+00	-2.985019693e-01	6.692471249e-02	-8.023327435e-01	4.608265449e+00	4.082199452e-02
28	2.334155926e+00	1.598326968e+00	-4.219540585e-01	6.574265202e-02	-1.015016594e+00	1.033543409e+01	4.082199452e-02
29	2.813209256e+00	1.467168025e+00	-1.091586934e+00	4.836167058e-02	-4.600779279e-01	5.613801340e+00	4.082199452e-02
