walker	A	B	C	D	E	log_l	log_p
32	1.360904635e+00	1.534168336e+00	-8.694473548e-01	1.248541720e-01	-2.283817332e-01	2.117876715e+01	4.082199452e-02
33	1.580987765e+00	1.521384114e+00	-8.770051777e-01	1.352574001e-01	-2.793341926e-01	2.214638171e+01	4.082199452e-02
34	1.452829309e+00	1.518883326e+00	-8.739538716e-01	1.232101859e-01	-2.230518098e-01	2.226042453e+01	4.082199452e-02
35	1.489679500e+00	1.489795415e+00	-8.267165872e-01	1.349518048e-01	-2.732711288e-01	2.268489834e+01	4.082199452e-02
36	1.807602910e+00	1.481638452e+00	-9.555683202e-01	1.150717282e-01	-2.074185449e-01	2.277693403e+01	4.082199452e-02
37	1.658009292e+00	1.498882786e+00	-8.702163980e-01	1.102182872e-01	-2.171259273e-01	2.417527996e+01	4.082199452e-02
38	1.739287476e+00	1.479279189e+00	-9.274848984e-01	1.178894555e-01	-2.507623758e-01	2.346298350e+01	4.082199452e-02
39	1.654933503e+00	1.486272168e+00	-8.492024888e-01	1.318365494e-01	-2.843758122e-01	2.279226163e+01	4.082199452e-02
40	1.467213767e+00	1.543264217e+00	-8.982556370e-01	1.169432565e-01	-1.951443446e-01	2.088346379e+01	4.082199452e-02
41	1.938678790e+00	1.511397246e+00	-8.702453316e-01	1.293169043e-01	-3.090934947e-01	2.068572368e+01	4.082199452e-02
42	1.366126159e+00	1.501729664e+00	-8.246625523e-01	1.285650507e-01	-2.119530901e-01	2.074388041e+01	4.082199452e-02
43	1.642007663e+00	1.532890206e+00	-9.359927115e-01	1.274711176e-01	-2.237244917e-01	2.126423833e+01	4.082199452e-02
44	1.558551492e+00	1.503919492e+00	-8.567851470e-01	1.390836410e-01	-2.485165383e-01	2.105593298e+01	4.082199452e-02
45	1.321023998e+00	1.436169707e+00	-6.370366615e-01	1.305473100e-01	-3.366358313e-01	2.260618607e+01	4.082199452e-02
46	1.449323270e+00	1.398617640e+00	-7.778523068e-01	1.181697013e-01	-2.424330002e-01	2.455261412e+01	4.082199452e-02
47	1.361001483e+00	1.392033721e+00	-7.247268548e-01	1.393295397e-01	-2.737480814e-01	2.219561346e+01	4.082199452e-02
48	1.738241678e+00	1.427700036e+00	-8.289776845e-01	1.006725714e-01	-2.297208208e-01	2.490274767e+01	4.082199452e-02
49	1.566022709e+00	1.472012509e+00	-7.788086680e-01	1.359506105e-01	-3.172103563e-01	2.271016623e+01	4.082199452e-02
0	1.546471471e+00	1.462408929e+00	-4.827466260e-01	1.229610918e-01	-5.030390937e-01	1.879025543e+01	4.082199452e-02
1	1.511943439e+00	1.434512198e+00	-4.091235309e-01	1.562415454e-01	-6.010711874e-01	1.986895322e+01	4.082199452e-02
2	1.902946125e+00	1.412806425e+00	-6.130671553e-01	1.248186912e-01	-4.518419415e-01	1.917382208e+01	4.082199452e-02
3	1.533045432e+00	1.484667847e+00	-7.657776772e-01	1.212500279e-01	-2.874869430e-01	2.366763949e+01	4.082199452e-02
4	1.845639624e+00	1.483294500e+00	-9.901434343e-01	1.049835864e-01	-1.896006816e-01	2.280041388e+01	4.082199452e-02
5	2.079958280e+00	1.469296842e+00	-9.756498975e-01	1.148021573e-01	-2.568406918e-01	2.018223904e+01	4.082199452e-02
6	2.269394795e+00	1.473340583e+00	-9.280576406e-01	1.221382590e-01	-3.292789560e-01	1.790803673e+01	4.082199452e-02
7	1.751292451e+00	1.474839360e+00	-1.009337079e+00	1.086403711e-01	-1.807956653e-01	2.286618180e+01	4.082199452e-02
8	1.971061617e+00	1.442261118e+00	-9.168009924e-01	1.084068732e-01	-2.518630657e-01	2.210629507e+01	4.082199452e-02
9	1.851670028e+00	1.477440462e+00	-9.217896929e-01	1.005981983e-01	-2.154982817e-01	2.384580129e+01	4.082199452e-02
10	1.925560051e+00	1.445852122e+00	-9.031192895e-01	1.064926465e-01	-2.603825107e-01	2.240488748e+01	4.082199452e-02
11	1.728793812e+00	1.532319238e+00	-9.797415867e-01	1.222324917e-01	-2.564948830e-01	2.204850844e+01	4.082199452e-02
12	1.911182346e+00	1.514719573e+00	-7.997019491e-01	1.345218918e-01	-3.603775418e-01	2.043050597e+01	4.082199452e-02
13	1.983992160e+00	1.508047364e+00	-9.884366547e-01	1.161059262e-01	-2.338772688e-01	2.062015332e+01	4.082199452e-02
14	1.876103944e+00	1.415597043e+00	-9.716444794e-01	1.301325734e-01	-1.958296769e-01	1.986524870e+01	4.082199452e-02
15	1.786012844e+00	1.533924350e+00	-8.857385020e-01	9.822619775e-02	-2.650678932e-01	2.236402971e+01	4.082199452e-02
16	1.989853861e+00	1.376198196e+00	-7.962130663e-01	1.119306346e-01	-3.083073282e-01	2.072387061e+01	4.082199452e-02
17	1.808975101e+00	1.453389561e+00	-8.649403597e-01	1.104886141e-01	-2.518631082e-01	2.368618423e+01	4.082199452e-02
18	1.784794429e+00	1.481240896e+00	-9.419558520e-01	1.214478924e-01	-2.265945994e-01	2.256226367e+01	4.082199452e-02
19	1.914044404e+00	1.434154435e+00	-8.693341947e-01	8.271421454e-02	-1.335163165e-01	2.404983127e+01	4.082199452e-02
20	1.753244381e+00	1.490489779e+00	-8.393396123e-01	9.545452467e-02	-1.901140867e-01	2.463205711e+01	4.082199452e-02
21	1.642776115e+00	1.511339074e+00	-9.389829238e-01	1.146786560e-01	-2.143554088e-01	2.333243128e+01	4.082199452e-02
22	1.724174359e+00	1.583071888e+00	-9.620567431e-01	1.081131723e-01	-2.421235730e-01	2.102845167e+01	4.082199452e-02
23	1.543202077e+00	1.505713487e+00	-9.363899595e-01	1.344716353e-01	-2.298402646e-01	2.142411065e+01	4.082199452e-02
24	1.219931044e+00	1.410005228e+00	-6.997387350e-01	1.219968901e-01	-2.475535134e-01	2.214334246e+01	4.082199452e-02
25	1.652664777e+00	1.467773562e+00	-9.166398087e-01	1.028707453e-01	-1.982127132e-01	2.516692002e+01	4.082199452e-02
26	1.478997815e+00	1.505510947e+00	-9.011264174e-01	1.027473293e-01	-2.110310237e-01	2.392951074e+01	4.082199452e-02
27	1.290479800e+00	1.513815522e+00	-8.964034057e-01	1.151084903e-01	-1.633300527e-01	1.915113129e+01	4.082199452e-02
28	1.571830347e+00	1.501263417e+00	-9.363463234e-01	9.386692601e-02	-1.588749791e-01	2.332984558e+01	4.082199452e-02
29	1.477095705e+00	1.498491235e+00	-8.347065126e-01	1.207913040e-01	-2.596193194e-01	2.382732030e+01	4.082199452e-02
30	1.634508845e+00	1.491397529e+00	-1.014624706e+00	9.366078215e-02	-1.348064489e-01	2.207684076e+01	4.082199452e-02
31	1.783506340e+00	1.526734129e+00	-9.010394577e-01	1.267911989e-01	-2.801136502e-01	2.181806904e+01	4.082199452e-02
32	1.134691649e+00	1.585646786e+00	-8.328572098e-01	1.418987778e-01	-2.517729479e-01	1.528610951e+01	4.082199452e-02
33	1.522395790e+00	1.538187374e+00	-8.760489010e-01	1.527016926e-01	-3.233717581e-01	1.990856827e+01	4.082199452e-02
34	1.452934471e+00	1.522490632e+00	-8.768363875e-01	1.233613726e-01	-2.224704812e-01	2.209847454e+01	4.082199452e-02
35	1.539968806e+00	1.472466852e+00	-8.100293195e-01	1.388951437e-01	-2.908013863e-01	2.245266846e+01	4.082199452e-02
36	1.735085710e+00	1.479153348e+00	-9.161335821e-01	1.215268375e-01	-2.300116677e-01	2.314402069e+01	4.082199452e-02
37	1.600933991e+00	1.503912796e+00	-8.887211517e-01	1.190663517e-01	-2.333143823e-01	2.366961638e+01	4.082199452e-02
38	1.689656803e+00	1.482915866e+00	-9.099227388e-01	1.184387507e-01	-2.524389199e-01	2.379665378e+01	4.082199452e-02
39	1.665023837e+00	1.449880603e+00	-7.814512002e-01	1.352443483e-01	-3.317222182e-01	2.222429046e+01	4.082199452e-02
40	1.644818697e+00	1.503078403e+00	-8.780469591e-01	1.162533394e-01	-2.313590412e-01	2.378304612e+01	4.082199452e-02
41	2.057057396e+00	1.512531372e+00	-8.445179624e-01	1.276238878e-01	-3.363823710e-01	1.985716056e+01	4.082199452e-02
42	1.388605874e+00	1.506836658e+00	-8.332887155e-01	1.272809990e-01	-2.138473151e-01	2.108604102e+01	4.082199452e-02
43	1.642007663e+00	1.532890206e+00	-9.359927115e-01	1.274711176e-01	-2.237244917e-01	2.126423833e+01	4.082199452e-02
44	1.482364142e+00	1.482188632e+00	-7.863004440e-01	1.363455982e-01	-2.767809524e-01	2.242142220e+01	4.082199452e-02
45	1.321023998e+00	1.436169707e+00	-6.370366615e-01	1.305473100e-01	-3.366358313e-01	2.260618607e+01	4.082199452e-02
46	1.414178979e+00	1.369985472e+00	-7.653769179e-01	1.101342146e-01	-2.236800340e-01	2.441681701e+01	4.082199452e-02
47	1.361001483e+00	1.392033721e+00	-7.247268548e-01	1.393295397e-01	-2.737480814e-01	2.219561346e+01	4.082199452e-02
48	1.716612573e+00	1.461276832e+00	-8.812282227e-01	1.055302460e-01	-2.195805903e-01	2.495457648e+01	4.082199452e-02
49	1.566022709e+00	1.472012509e+00	-7.788086680e-01	1.359506105e-01	-3.172103563e-01	2.271016623e+01	4.082199452e-02
0	1.552971973e+00	1.462986018e+00	-4.976831053e-01	1.229116609e-01	-4.936293308e-01	1.887903254e+01	4.082199452e-02
1	1.511943439e+00	1.434512198e+00	-4.091235309e-01	1.562415454e-01	-6.010711874e-01	1.986895322e+01	4.082199452e-02
2	1.902946125e+00	1.412806425e+00	-6.130671553e-01	1.248186912e-01	-4.518419415e-01	1.917382208e+01	4.082199452e-02
3	1.520176793e+00	1.495557643e+00	-7.930993802e-01	1.246837686e-01	-2.814636345e-01	2.351053440e+01	4.082199452e-02
4	1.664811032e+00	1.439316941e+00	-8.995205552e-01	1.080344067e-01	-2.044473309e-01	2.529811163e+01	4.082199452e-02
5	2.079958280e+00	1.469296842e+00	-9.756498975e-01	1.148021573e-01	-2.568406918e-01	2.018223904e+01	4.082199452e-02
6	2.269394795e+00	1.473340583e+00	-9.280576406e-01	1.221382590e-01	-3.292789560e-01	1.790803673e+01	4.082199452e-02
7	1.729942805e+00	1.470759883e+00	-1.052276792e+00	1.004785832e-01	-1.516095970e-01	2.208520772e+01	4.082199452e-02
8	1.977762205e+00	1.442218094e+00	-9.205136956e-01	1.076848362e-01	-2.494922512e-01	2.208815469e+01	4.082199452e-02
9	2.049482531e+00	1.429203120e+00	-9.199691721e-01	9.595830623e-02	-2.110594805e-01	2.237193160e+01	4.082199452e-02
10	1.911391965e+00	1.445778003e+00	-8.952805989e-01	1.065967049e-01	-2.602323453e-01	2.256722297e+01	4.082199452e-02
11	1.728793812e+00	1.532319238e+00	-9.797415867e-01	1.222324917e-01	-2.564948830e-01	2.204850844e+01	4.082199452e-02
12	1.911182346e+00	1.514719573e+00	-7.997019491e-01	1.345218918e-01	-3.603775418e-01	2.043050597e+01	4.082199452e-02
13	1.729896980e+00	1.475442598e+00	-8.924276469e-01	1.180650176e-01	-2.384254230e-01	2.374385755e+01	4.082199452e-02
14	1.876103944e+00	1.415597043e+00	-9.716444794e-01	1.301325734e-01	-1.958296769e-01	1.986524870e+01	4.082199452e-02
15	1.783379207e+00	1.531091933e+00	-8.873103476e-01	9.943116279e-02	-2.632550019e-01	2.252007470e+01	4.082199452e-02
16	2.053768998e+00	1.357664770e+00	-7.761539830e-01	1.087050544e-01	-3.195358361e-01	2.002683464e+01	4.082199452e-02
17	1.816016684e+00	1.445279054e+00	-8.425129016e-01	1.072971945e-01	-2.592214773e-01	2.353304912e+01	4.082199452e-02
18	2.050729684e+00	1.439618237e+00	-9.992158835e-01	1.094422490e-01	-1.946742536e-01	2.054902984e+01	4.082199452e-02
19	1.709347508e+00	1.434850060e+00	-7.891504719e-01	9.922509011e-02	-2.036284638e-01	2.579089379e+01	4.082199452e-02
20	1.713640006e+00	1.505270399e+00	-8.589796673e-01	1.028690153e-01	-1.968532888e-01	2.402678438e+01	4.082199452e-02
21	1.540414888e+00	1.553341230e+00	-9.246542563e-01	1.078990021e-01	-2.224826718e-01	2.236264158e+01	4.082199452e-02
22	1.724174359e+00	1.583071888e+00	-9.620567431e-01	1.081131723e-01	-2.421235730e-01	2.102845167e+01	4.082199452e-02
23	1.543202077e+00	1.505713487e+00	-9.363899595e-01	1.344716353e-01	-2.298402646e-01	2.142411065e+01	4.082199452e-02
24	1.219931044e+00	1.410005228e+00	-6.997387350e-01	1.219968901e-01	-2.475535134e-01	2.214334246e+01	4.082199452e-02
25	1.652664777e+00	1.467773562e+00	-9.166398087e-01	1.028707453e-01	-1.982127132e-01	2.516692002e+01	4.082199452e-02
26	1.478997815e+00	1.505510947e+00	-9.011264174e-01	1.027473293e-01	-2.110310237e-01	2.392951074e+01	4.082199452e-02
27	1.348750412e+00	1.519939130e+00	-8.912891855e-01	1.245540611e-01	-2.035417178e-01	2.059826779e+01	4.082199452e-02
28	1.571830347e+00	1.501263417e+00	-9.363463234e-01	9.386692601e-02	-1.588749791e-01	2.332984558e+01	4.082199452e-02
29	1.477095705e+00	1.498491235e+00	-8.347065126e-01	1.207913040e-01	-2.596193194e-01	2.382732030e+01	4.082199452e-02
30	1.634508845e+00	1.491397529e+00	-1.014624706e+00	9.366078215e-02	-1.348064489e-01	2.207684076e+01	4.082199452e-02
31	2.083660716e+00	1.554400363e+00	-9.660180240e-01	1.326685885e-01	-3.001895301e-01	1.801367397e+01	4.082199452e-02
32	1.134691649e+00	1.585646786e+00	-8.328572098e-01	1.418987778e-01	-2.517729479e-01	1.528610951e+01	4.082199452e-02
33	1.728049398e+00	1.513013025e+00	-8.989594820e-01	1.584319858e-01	-3.613505984e-01	1.885330033e+01	4.082199452e-02
34	1.480885557e+00	1.528806968e+00	-8.765195046e-01	1.351678544e-01	-2.630729383e-01	2.173023879e+01	4.082199452e-02
35	1.431886503e+00	1.438207705e+00	-7.128870344e-01	1.484327459e-01	-3.104382232e-01	2.110590366e+01	4.082199452e-02
36	1.735085710e+00	1.479153348e+00	-9.161335821e-01	1.215268375e-01	-2.300116677e-01	2.314402069e+01	4.082199452e-02
37	1.527111384e+00	1.522883859e+00	-7.951298437e-01	1.297028150e-01	-2.800682437e-01	2.245017605e+01	4.082199452e-02
38	1.705885597e+00	1.481626365e+00	-9.140538596e-01	1.179620904e-01	-2.545192828e-01	2.370286661e+01	4.082199452e-02
39	1.669199554e+00	1.444199364e+00	-7.495433887e-01	1.409347058e-01	-3.586684668e-01	2.155953699e+01	4.082199452e-02
40	1.842907068e+00	1.471016122e+00	-8.955946737e-01	1.062949121e-01	-2.234320796e-01	2.386997493e+01	4.082199452e-02
41	1.776104873e+00	1.483383235e+00	-7.653199327e-01	1.287397921e-01	-3.364791197e-01	2.188388719e+01	4.082199452e-02
42	1.388605874e+00	1.506836658e+00	-8.332887155e-01	1.272809990e-01	-2.138473151e-01	2.108604102e+01	4.082199452e-02
43	1.564840968e+00	1.560803202e+00	-9.327700330e-01	1.307262678e-01	-2.221733904e-01	1.975280832e+01	4.082199452e-02
44	1.546396670e+00	1.476768609e+00	-8.353076542e-01	1.237591539e-01	-2.472395301e-01	2.393174001e+01	4.082199452e-02
45	1.407272832e+00	1.366980304e+00	-5.463959634e-01	1.252929841e-01	-3.759168519e-01	2.254013323e+01	4.082199452e-02
46	1.424537582e+00	1.380882379e+00	-7.791066787e-01	1.120881414e-01	-2.241746074e-01	2.458145156e+01	4.082199452e-02
47	1.445923135e+00	1.425161661e+00	-7.471280326e-01	1.379299566e-01	-2.917505501e-01	2.277529927e+01	4.082199452e-02
48	1.641806896e+00	1.459625671e+00	-8.617886721e-01	1.036213433e-01	-2.119094742e-01	2.542117419e+01	4.082199452e-02
49	1.618789485e+00	1.492596831e+00	-7.927278264e-01	1.350809679e-01	-3.283963402e-01	2.239340738e+01	4.082199452e-02
0	1.779050784e+00	1.446281414e+00	-7.000208420e-01	1.164177573e-01	-3.867402327e-01	1.970270834e+01	4.082199452e-02
1	1.511943439e+00	1.434512198e+00	-4.091235309e-01	1.562415454e-01	-6.010711874e-01	1.986895322e+01	4.082199452e-02
2	1.825968640e+00	1.405048665e+00	-4.347992036e-01	1.336416675e-01	-5.566118533e-01	2.052227302e+01	4.082199452e-02
3	1.520176793e+00	1.495557643e+00	-7.930993802e-01	1.246837686e-01	-2.814636345e-01	2.351053440e+01	4.082199452e-02
4	1.664811032e+00	1.439316941e+00	-8.995205552e-01	1.080344067e-01	-2.044473309e-01	2.529811163e+01	4.082199452e-02
5	2.079958280e+00	1.469296842e+00	-9.756498975e-01	1.148021573e-01	-2.568406918e-01	2.018223904e+01	4.082199452e-02
6	2.185353817e+00	1.478168995e+00	-9.176117019e-01	1.192243730e-01	-3.092536089e-01	1.905301237e+01	4.082199452e-02
7	1.729942805e+00	1.470759883e+00	-1.052276792e+00	1.004785832e-01	-1.516095970e-01	2.208520772e+01	4.082199452e-02
8	2.042184892e+00	1.426838853e+00	-9.355226101e-01	1.088594748e-01	-2.623315486e-01	2.100374096e+01	4.082199452e-02
9	2.049482531e+00	1.429203120e+00	-9.199691721e-01	9.595830623e-02	-2.110594805e-01	2.237193160e+01	4.082199452e-02
10	1.911391965e+00	1.445778003e+00	-8.952805989e-01	1.065967049e-01	-2.602323453e-01	2.256722297e+01	4.082199452e-02
11	1.731162285e+00	1.532106640e+00	-9.803271624e-01	1.221540892e-01	-2.565137077e-01	2.203942127e+01	4.082199452e-02
12	1.854807519e+00	1.520164482e+00	-8.562662850e-01	1.306488083e-01	-3.278516906e-01	2.105460171e+01	4.082199452e-02
13	1.731605092e+00	1.475156894e+00	-8.902394685e-01	1.185020233e-01	-2.402809243e-01	2.370136970e+01	4.082199452e-02
14	1.812786413e+00	1.424882886e+00	-8.787720106e-01	1.287176396e-01	-2.541833541e-01	2.209427077e+01	4.082199452e-02
15	1.783379207e+00	1.531091933e+00	-8.873103476e-01	9.943116279e-02	-2.632550019e-01	2.252007470e+01	4.082199452e-02
16	1.820367210e+00	1.412455005e+00	-8.033658979e-01	1.156302522e-01	-2.862780368e-01	2.265008880e+01	4.082199452e-02
17	1.816016684e+00	1.445279054e+00	-8.425129016e-01	1.072971945e-01	-2.592214773e-01	2.353304912e+01	4.082199452e-02
18	2.050729684e+00	1.439618237e+00	-9.992158835e-01	1.094422490e-01	-1.946742536e-01	2.054902984e+01	4.082199452e-02
19	1.615585136e+00	1.430090289e+00	-7.720209776e-01	1.035877100e-01	-2.120436217e-01	2.570753107e+01	4.082199452e-02
20	1.713640006e+00	1.505270399e+00	-8.589796673e-01	1.028690153e-01	-1.968532888e-01	2.402678438e+01	4.082199452e-02
21	1.540414888e+00	1.553341230e+00	-9.246542563e-01	1.078990021e-01	-2.224826718e-01	2.236264158e+01	4.082199452e-02
22	1.796023237e+00	1.593409809e+00	-9.769728674e-01	1.048530269e-01	-2.481044103e-01	2.039012636e+01	4.082199452e-02
23	1.549490166e+00	1.501238525e+00	-9.243849099e-01	1.350660108e-01	-2.382915125e-01	2.173946933e+01	4.082199452e-02
24	1.219931044e+00	1.410005228e+00	-6.997387350e-01	1.219968901e-01	-2.475535134e-01	2.214334246e+01	4.082199452e-02
25	1.639631707e+00	1.467551422e+00	-9.180815634e-01	1.026361634e-01	-1.964849913e-01	2.519107168e+01	4.082199452e-02
26	1.458821849e+00	1.510387647e+00	-9.540551213e-01	9.199939687e-02	-1.765220073e-01	2.279254341e+01	4.082199452e-02
27	1.315349089e+00	1.524248377e+00	-8.771829255e-01	1.266636331e-01	-2.080921798e-01	2.002659613e+01	4.082199452e-02
28	1.571830347e+00	1.501263417e+00	-9.363463234e-01	9.386692601e-02	-1.588749791e-01	2.332984558e+01	4.082199452e-02
29	1.755369112e+00	1.427659503e+00	-8.362094498e-01	1.036371596e-01	-2.659961028e-01	2.327329950e+01	4.082199452e-02
30	1.618274685e+00	1.499958931e+00	-1.038589751e+00	9.232073787e-02	-1.171848276e-01	2.047957631e+01	4.082199452e-02
31	2.083660716e+00	1.554400363e+00	-9.660180240e-01	1.326685885e-01	-3.001895301e-01	1.801367397e+01	4.082199452e-02
32	1.134691649e+00	1.585646786e+00	-8.328572098e-01	1.418987778e-01	-2.517729479e-01	1.528610951e+01	4.082199452e-02
33	1.590582435e+00	1.478291389e+00	-8.125920988e-01	1.537907388e-01	-3.377191114e-01	2.034316510e+01	4.082199452e-02
34	1.480885557e+00	1.528806968e+00	-8.765195046e-01	1.351678544e-01	-2.630729383e-01	2.173023879e+01	4.082199452e-02
35	1.582669796e+00	1.440588229e+00	-7.702417560e-01	1.352771585e-01	-2.946506917e-01	2.290207505e+01	4.082199452e-02
36	1.735085710e+00	1.479153348e+00	-9.161335821e-01	1.215268375e-01	-2.300116677e-01	2.314402069e+01	4.082199452e-02
37	1.683894810e+00	1.521873605e+00	-7.343798257e-01	1.319529480e-01	-3.333574935e-01	2.190460292e+01	4.082199452e-02
38	1.682442961e+00	1.486542087e+00	-9.101431748e-01	1.197547500e-01	-2.554104837e-01	2.369752480e+01	4.082199452e-02
39	1.643088239e+00	1.434628817e+00	-7.456900134e-01	1.439132782e-01	-3.640881507e-01	2.139337333e+01	4.082199452e-02
40	1.895111759e+00	1.471905919e+00	-8.898196446e-01	1.072345431e-01	-2.303525662e-01	2.334690029e+01	4.082199452e-02
41	1.776104873e+00	1.483383235e+00	-7.653199327e-01	1.287397921e-01	-3.364791197e-01	2.188388719e+01	4.082199452e-02
42	1.388605874e+00	1.506836658e+00	-8.332887155e-01	1.272809990e-01	-2.138473151e-01	2.108604102e+01	4.082199452e-02
43	1.550720855e+00	1.578655068e+00	-9.694237162e-01	1.295864986e-01	-1.943713267e-01	1.767266596e+01	4.082199452e-02
44	1.674275966e+00	1.464677947e+00	-8.568277489e-01	1.166924619e-01	-2.380429304e-01	2.438457548e+01	4.082199452e-02
45	1.428023784e+00	1.375177320e+00	-5.743010727e-01	1.233755349e-01	-3.614059146e-01	2.258709442e+01	4.082199452e-02
46	1.424537582e+00	1.380882379e+00	-7.791066787e-01	1.120881414e-01	-2.241746074e-01	2.458145156e+01	4.082199452e-02
47	1.535546418e+00	1.422738770e+00	-7.208383794e-01	1.353588066e-01	-3.231448482e-01	2.285228874e+01	4.082199452e-02
48	1.642005458e+00	1.458902169e+00	-8.566499793e-01	1.037112753e-01	-2.133174971e-01	2.541966723e+01	4.082199452e-02
49	1.618789485e+00	1.492596831e+00	-7.927278264e-01	1.350809679e-01	-3.283963402e-01	2.239340738e+01	4.082199452e-02
0	1.768089191e+00	1.445341956e+00	-7.037027891e-01	1.186345055e-01	-3.849139730e-01	1.998528876e+01	4.082199452e-02
1	1.511943439e+00	1.434512198e+00	-4.091235309e-01	1.562415454e-01	-6.010711874e-01	1.986895322e+01	4.082199452e-02
2	1.825968640e+00	1.405048665e+00	-4.347992036e-01	1.336416675e-01	-5.566118533e-01	2.052227302e+01	4.082199452e-02
3	1.520176793e+00	1.495557643e+00	-7.930993802e-01	1.246837686e-01	-2.814636345e-01	2.351053440e+01	4.082199452e-02
4	1.671642751e+00	1.433449920e+00	-9.123630185e-01	1.093294595e-01	-2.017901521e-01	2.510417879e+01	4.082199452e-02
5	2.317520052e+00	1.464930544e+00	-1.054804396e+00	9.587560714e-02	-2.175792104e-01	1.773190912e+01	4.082199452e-02
6	2.137702877e+00	1.479999976e+00	-9.277773340e-01	1.169636947e-01	-2.931143129e-01	1.965760145e+01	4.082199452e-02
7	1.729942805e+00	1.470759883e+00	-1.052276792e+00	1.004785832e-01	-1.516095970e-01	2.208520772e+01	4.082199452e-02
8	2.131848084e+00	1.390720388e+00	-9.522257413e-01	1.121259121e-01	-2.620116183e-01	1.952580736e+01	4.082199452e-02
9	2.058468219e+00	1.425004582e+00	-9.229095304e-01	9.435708362e-02	-2.056686583e-01	2.231924401e+01	4.082199452e-02
10	1.847738888e+00	1.441876086e+00	-8.657371226e-01	1.114678449e-01	-2.708871859e-01	2.282954175e+01	4.082199452e-02
11	1.758791241e+00	1.538705483e+00	-9.954912692e-01	1.221625849e-01	-2.569979519e-01	2.156197945e+01	4.082199452e-02
12	1.854807519e+00	1.520164482e+00	-8.562662850e-01	1.306488083e-01	-3.278516906e-01	2.105460171e+01	4.082199452e-02
13	1.731927871e+00	1.433644046e+00	-8.245711040e-01	1.158398929e-01	-2.284482279e-01	2.443711994e+01	4.082199452e-02
14	1.846715260e+00	1.370772580e+00	-9.837103033e-01	1.286971494e-01	-1.780633104e-01	1.946299418e+01	4.082199452e-02
15	1.783379207e+00	1.531091933e+00	-8.873103476e-01	9.943116279e-02	-2.632550019e-01	2.252007470e+01	4.082199452e-02
16	1.767174767e+00	1.436375851e+00	-8.211416513e-01	1.138188592e-01	-2.745160967e-01	2.339236107e+01	4.082199452e-02
17	1.618454239e+00	1.437537538e+00	-7.588827021e-01	1.117966194e-01	-2.756260493e-01	2.407424789e+01	4.082199452e-02
18	2.050729684e+00	1.439618237e+00	-9.992158835e-01	1.094422490e-01	-1.946742536e-01	2.054902984e+01	4.082199452e-02
19	1.615585136e+00	1.430090289e+00	-7.720209776e-01	1.035877100e-01	-2.120436217e-01	2.570753107e+01	4.082199452e-02
20	1.713640006e+00	1.505270399e+00	-8.589796673e-01	1.028690153e-01	-1.968532888e-01	2.402678438e+01	4.082199452e-02
21	1.496113941e+00	1.558272948e+00	-9.117242636e-01	1.045882683e-01	-2.145789881e-01	2.187230070e+01	4.082199452e-02
22	1.789439693e+00	1.566568142e+00	-9.541775867e-01	1.046561289e-01	-2.510017977e-01	2.155863994e+01	4.082199452e-02
23	1.547880051e+00	1.501236731e+00	-9.235228195e-01	1.380353369e-01	-2.440152703e-01	2.138839511e+01	4.082199452e-02
24	1.219931044e+00	1.410005228e+00	-6.997387350e-01	1.219968901e-01	-2.475535134e-01	2.214334246e+01	4.082199452e-02
25	1.639631707e+00	1.467551422e+00	-9.180815634e-01	1.026361634e-01	-1.964849913e-01	2.519107168e+01	4.082199452e-02
26	1.458821849e+00	1.510387647e+00	-9.540551213e-01	9.199939687e-02	-1.765220073e-01	2.279254341e+01	4.082199452e-02
27	1.315349089e+00	1.524248377e+00	-8.771829255e-01	1.266636331e-01	-2.080921798e-01	2.002659613e+01	4.082199452e-02
28	1.571830347e+00	1.501263417e+00	-9.363463234e-01	9.386692601e-02	-1.588749791e-01	2.332984558e+01	4.082199452e-02
29	1.761476132e+00	1.426100382e+00	-8.392415253e-01	1.004580472e-01	-2.757782483e-01	2.240750741e+01	4.082199452e-02
30	1.618274685e+00	1.499958931e+00	-1.038589751e+00	9.232073787e-02	-1.171848276e-01	2.047957631e+01	4.082199452e-02
31	2.083660716e+00	1.554400363e+00	-9.660180240e-01	1.326685885e-01	-3.001895301e-01	1.801367397e+01	4.082199452e-02
32	1.134691649e+00	1.585646786e+00	-8.328572098e-01	1.418987778e-01	-2.517729479e-01	1.528610951e+01	4.082199452e-02
33	1.590582435e+00	1.478291389e+00	-8.125920988e-01	1.537907388e-01	-3.377191114e-01	2.034316510e+01	4.082199452e-02
34	1.337084398e+00	1.554930521e+00	-8.614033012e-01	1.419078863e-01	-2.632628775e-01	1.909217022e+01	4.082199452e-02
35	1.386264734e+00	1.383157092e+00	-7.081568205e-01	1.386174943e-01	-2.706891321e-01	2.231151414e+01	4.082199452e-02
36	1.908679266e+00	1.458496362e+00	-9.084158466e-01	1.088632077e-01	-2.222672591e-01	2.315763322e+01	4.082199452e-02
37	1.749263797e+00	1.515642832e+00	-7.104376497e-01	1.300765792e-01	-3.465693634e-01	2.175132551e+01	4.082199452e-02
38	1.805284599e+00	1.472963323e+00	-8.969845341e-01	1.056079216e-01	-2.712275448e-01	2.282740491e+01	4.082199452e-02
39	1.643088239e+00	1.434628817e+00	-7.456900134e-01	1.439132782e-01	-3.640881507e-01	2.139337333e+01	4.082199452e-02
